Town,Year,Property Type,Residential Type,NumSales,MedianSale,AvgSalesRatio
Coventry,2010.0,Two Family,Two Family,1,152000.0,0.923684211
Coventry,2011.0,Condo,Condo,10,188750.0,0.6460170513
Coventry,2011.0,Single Family,Single Family,109,195000.0,1.2241248973394496
Coventry,2012.0,Condo,Condo,8,117944.0,0.890002427375
Coventry,2012.0,Single Family,Single Family,135,203000.0,1.0465825435407408
Coventry,2012.0,Three Family,Three Family,1,150000.0,0.792666667
Coventry,2012.0,Two Family,Two Family,2,132750.0,0.987206359
Coventry,2013.0,Condo,Condo,11,190000.0,0.5145553443636364
Coventry,2013.0,Single Family,Single Family,165,190000.0,0.9960318766181818
Coventry,2013.0,Two Family,Two Family,4,250000.0,0.86384586
Coventry,2014.0,Condo,Condo,5,115900.0,0.9174558514000001
Coventry,2014.0,Single Family,Single Family,151,135750.0,1.02779571771
Coventry,2014.0,Two Family,Two Family,1,110250.0,1.489342404
Coventry,2015.0,Condo,Condo,1,92000.0,0.789130435
Coventry,2015.0,Four Family,Four Family,1,285000.0,1.097894737
Coventry,2015.0,Single Family,Single Family,50,196000.0,1.00132206764
Coventry,2016.0,Condo,Condo,16,202500.0,0.513281895125
Coventry,2016.0,Single Family,Single Family,193,200000.0,1.0551306684248705
Coventry,2016.0,Two Family,Two Family,2,207500.0,0.918977673
Coventry,2017.0,Condo,Condo,16,144950.0,0.5757800813125
Coventry,2017.0,Single Family,Single Family,263,180000.0,1.2909633471711026
Coventry,2017.0,Two Family,Two Family,6,252500.0,0.8910320148333333
Coventry,2018.0,Condo,Condo,7,168500.0,0.6102428571428572
Coventry,2018.0,Single Family,Single Family,243,210000.0,0.8450707389218106
Coventry,2018.0,Three Family,Three Family,2,184300.0,0.98695
Coventry,2018.0,Two Family,Two Family,4,221750.0,0.660075
Coventry,2019.0,Condo,Condo,14,147400.0,0.5349213633571429
Coventry,2019.0,Single Family,Single Family,166,216750.0,0.7769711115
Coventry,2019.0,Three Family,Three Family,1,165000.0,0.6363
Coventry,2019.0,Two Family,Two Family,4,233000.0,0.912675
Coventry,2020.0,Residential,Condo,7,139000.0,0.6391714285714285
Coventry,2020.0,Residential,Single Family,78,241500.0,0.7577961734230769
Coventry,2021.0,Residential,Condo,19,184900.0,0.7626707825263158
Coventry,2021.0,Residential,Four Family,1,400000.0,0.64775
Coventry,2021.0,Residential,Single Family,277,261000.0,1.0390029608086642
Coventry,2021.0,Residential,Two Family,8,282750.0,0.6591125
Coventry,2022.0,Residential,Condo,23,208500.0,0.4435431818181818
Coventry,2022.0,Residential,Single Family,202,264425.0,0.5721639890002564
Coventry,2022.0,Residential,Two Family,12,358000.0,0.605315
Coventry,2023.0,Residential,Condo,9,210000.0,0.40208888888888894
Coventry,2023.0,Residential,Single Family,163,310000.0,0.9656012269938651
Coventry,2023.0,Residential,Three Family,2,362500.0,0.4248
Coventry,2023.0,Residential,Two Family,4,293250.0,0.8822
Coventry,2024.0,Residential,Condo,8,232500.0,0.5487
Coventry,2024.0,Residential,Single Family,109,333000.0,0.48718440366972476
Coventry,2024.0,Residential,Two Family,3,475000.0,0.5070333333333333
Cromwell,2006.0,Condo,Condo,35,167500.0,0.4928743032285714
Cromwell,2006.0,Single Family,Single Family,58,295000.0,0.5134842724827586
Cromwell,2007.0,Condo,Condo,169,157725.0,0.4898919795988024
Cromwell,2007.0,Single Family,Single Family,119,259900.0,1.04910556897479
Cromwell,2008.0,Condo,Condo,20,154000.0,0.7469439733421053
Cromwell,2008.0,Single Family,Single Family,28,280000.0,0.7015579326785714
Cromwell,2008.0,Two Family,Two Family,1,310000.0,0.591129032
Cromwell,2009.0,Condo,Condo,115,152000.0,0.7810731296228071
Cromwell,2009.0,Four Family,Four Family,1,170000.0,0.646058824
Cromwell,2009.0,Single Family,Single Family,89,261000.0,0.8382742709662923
Cromwell,2009.0,Two Family,Two Family,2,187500.0,0.8760596544999999
Cromwell,2010.0,Condo,Condo,68,150000.0,0.7851476871764705
Cromwell,2010.0,Single Family,Single Family,119,260000.0,0.7584456282605042
Cromwell,2010.0,Three Family,Three Family,1,212572.0,0.888545999
Cromwell,2010.0,Two Family,Two Family,3,150000.0,6.592095978
Cromwell,2011.0,Condo,Condo,50,149500.0,0.8270076688
Cromwell,2011.0,Single Family,Single Family,126,260000.0,1.2405534201507935
Cromwell,2011.0,Two Family,Two Family,3,115000.0,1.4045483656666669
Cromwell,2012.0,Condo,Condo,56,143589.0,1.0951590712321428
Cromwell,2012.0,Single Family,Single Family,78,273500.0,0.8235630798974358
Cromwell,2012.0,Three Family,Three Family,1,225000.0,1.718355556
Cromwell,2012.0,Two Family,Two Family,3,113333.0,1.892008294
Cromwell,2013.0,Condo,Condo,22,173500.0,0.6195535840454546
Cromwell,2013.0,Single Family,Single Family,22,187000.0,1.5986582931190476
Cromwell,2013.0,Two Family,Two Family,1,231000.0,0.546190476
Cromwell,2014.0,Condo,Condo,116,143000.0,0.6839147251642345
Cromwell,2014.0,Four Family,Four Family,1,265000.0,0.664264151
Cromwell,2014.0,Single Family,Single Family,97,241375.0,0.7170797319881819
Cromwell,2014.0,Two Family,Two Family,6,46250.0,2.7206534135000005
Cromwell,2015.0,Condo,Condo,110,129512.5,0.7641217697363637
Cromwell,2015.0,Four Family,Four Family,1,370000.0,0.449837838
Cromwell,2015.0,Single Family,Single Family,129,220000.0,1.2976671180620156
Cromwell,2015.0,Three Family,Three Family,1,315000.0,0.603301587
Cromwell,2015.0,Two Family,Two Family,2,179500.0,0.7266278349999999
Cromwell,2016.0,Condo,Condo,121,140000.0,0.719327913677686
Cromwell,2016.0,Four Family,Four Family,2,142500.0,1.269236842
Cromwell,2016.0,Single Family,Single Family,122,262750.0,0.7337732573934426
Cromwell,2016.0,Two Family,Two Family,5,189900.0,0.8294755335999999
Cromwell,2017.0,Condo,Condo,99,140000.0,0.6928107711919193
Cromwell,2017.0,Single Family,Single Family,96,247500.0,0.8180444818854168
Cromwell,2017.0,Two Family,Two Family,2,273450.0,0.620659211
Cromwell,2018.0,Condo,Condo,35,110000.0,0.7855511660285714
Cromwell,2018.0,Single Family,Single Family,26,213250.0,1.7690895403846154
Cromwell,2018.0,Two Family,Two Family,1,145200.0,1.0432
Cromwell,2019.0,Condo,Condo,115,146000.25,0.687398610375
Cromwell,2019.0,Single Family,Single Family,153,258025.0,1.0244079643296296
Cromwell,2019.0,Three Family,Three Family,1,283000.0,0.5259
Cromwell,2019.0,Two Family,Two Family,6,238000.0,0.6284612192000001
Cromwell,2020.0,Condo,Condo,70,141600.0,0.6692612403100775
Cromwell,2020.0,Residential,Condo,43,154500.0,0.6348656773255814
Cromwell,2020.0,Residential,Single Family,47,280000.0,0.6312983879361702
Cromwell,2020.0,Residential,Two Family,4,229000.0,0.634375
Cromwell,2020.0,Single Family,Single Family,94,284500.0,0.6605287536231885
Cromwell,2020.0,Three Family,Three Family,1,390000.0,0.4485
Cromwell,2020.0,Two Family,Two Family,4,247450.0,0.5377833333333333
Cromwell,2021.0,Apartments,nan,1,1230000.0,0.534560976
Cromwell,2021.0,Residential,Condo,183,157000.0,0.5774241054207649
Cromwell,2021.0,Residential,Four Family,1,420000.0,0.421
Cromwell,2021.0,Residential,Single Family,182,301250.0,0.9629391636263737
Cromwell,2021.0,Residential,Three Family,1,325000.0,0.519
Cromwell,2021.0,Residential,Two Family,9,285000.0,0.5736440328888889
Cromwell,2022.0,Residential,Condo,143,200000.0,0.49378431492307695
Cromwell,2022.0,Residential,Single Family,103,324000.0,0.5890743814951457
Cromwell,2022.0,Residential,Two Family,4,241450.0,0.6149749999999999
Cromwell,2023.0,Residential,Condo,25,212000.0,0.566732
Cromwell,2023.0,Residential,Single Family,34,341750.0,0.5955294117647059
Cromwell,2023.0,Residential,Two Family,1,237000.0,0.6964
Cromwell,2024.0,Residential,Condo,71,220000.0,0.537281690140845
Cromwell,2024.0,Residential,Single Family,82,405000.0,0.5474841463414635
Cromwell,2024.0,Residential,Two Family,2,310500.0,0.636
Danbury,2006.0,Condo,Condo,141,256000.0,0.4593986806453901
Danbury,2006.0,Single Family,Single Family,160,361250.0,0.669492119025
Danbury,2006.0,Three Family,Three Family,5,440000.0,0.7256261512
Danbury,2006.0,Two Family,Two Family,18,395450.0,0.47804936144444443
Danbury,2007.0,Condo,Condo,527,280000.0,0.39626351209487665
Danbury,2007.0,Single Family,Single Family,420,345000.0,0.5969478357309523
Danbury,2007.0,Three Family,Three Family,19,421000.0,0.5745988421052631
Danbury,2007.0,Two Family,Two Family,32,391750.0,0.5217981423125
Danbury,2008.0,Condo,Condo,75,250000.0,0.76917203064
Danbury,2008.0,Four Family,Four Family,1,305000.0,0.983606557
Danbury,2008.0,Single Family,Single Family,80,291000.0,0.8471382540875
Danbury,2008.0,Three Family,Three Family,6,283500.0,1.0261326615
Danbury,2008.0,Two Family,Two Family,9,256000.0,1.0107364694444445
Danbury,2009.0,Condo,Condo,346,250000.0,0.8699480865433525
Danbury,2009.0,Four Family,Four Family,3,350000.0,0.9847661156666666
Danbury,2009.0,Single Family,Single Family,367,281000.0,1.0209298703024523
Danbury,2009.0,Three Family,Three Family,16,233500.0,4.036309704375
Danbury,2009.0,Two Family,Two Family,50,191500.0,1.70887316872
Danbury,2010.0,Condo,Condo,298,225000.0,0.8867791453187919
Danbury,2010.0,Four Family,Four Family,7,65000.0,3.686528841142857
Danbury,2010.0,Single Family,Single Family,396,257750.0,1.2427415644671718
Danbury,2010.0,Three Family,Three Family,27,225000.0,1.9349377824814817
Danbury,2010.0,Two Family,Two Family,61,190000.0,1.8263518156229508
Danbury,2011.0,Condo,Condo,248,225175.0,0.8990185326411291
Danbury,2011.0,Four Family,Four Family,4,262500.0,1.24202391975
Danbury,2011.0,Single Family,Single Family,308,361951.0,0.9979716769576548
Danbury,2011.0,Three Family,Three Family,22,280000.0,3.618480158772727
Danbury,2011.0,Two Family,Two Family,44,181500.0,1.579427567590909
Danbury,2012.0,Condo,Condo,216,225000.0,0.9321136458148148
Danbury,2012.0,Four Family,Four Family,5,322000.0,0.8612222344000001
Danbury,2012.0,Single Family,Single Family,278,237950.0,1.293050587438849
Danbury,2012.0,Three Family,Three Family,10,310000.0,1.3015521247
Danbury,2012.0,Two Family,Two Family,19,180000.0,1.4249103092105262
Danbury,2013.0,Condo,Condo,124,257250.0,0.6175153050403225
Danbury,2013.0,Single Family,Single Family,121,332500.0,0.659523263682773
Danbury,2013.0,Three Family,Three Family,3,385000.0,0.6134590316666667
Danbury,2013.0,Two Family,Two Family,13,200000.0,0.7192502470769231
Danbury,2014.0,Condo,Condo,398,257998.75,0.6061485515403646
Danbury,2014.0,Four Family,Four Family,4,426500.0,0.7185873036666666
Danbury,2014.0,Single Family,Single Family,434,250500.0,0.8189941322123447
Danbury,2014.0,Three Family,Three Family,12,407000.0,0.7363637620454546
Danbury,2014.0,Two Family,Two Family,46,225000.0,0.7500109812102103
Danbury,2015.0,Condo,Condo,402,230000.0,0.6159119566417911
Danbury,2015.0,Four Family,Four Family,5,360000.0,0.594113316
Danbury,2015.0,Single Family,Single Family,496,260000.0,0.8253284661108871
Danbury,2015.0,Three Family,Three Family,21,305000.0,0.8973946404285714
Danbury,2015.0,Two Family,Two Family,48,242500.0,1.0587059244583332
Danbury,2016.0,Condo,Condo,457,229000.0,0.6366530392800875
Danbury,2016.0,Four Family,Four Family,5,330000.0,0.6267678806
Danbury,2016.0,Single Family,Single Family,501,264500.0,0.8376395832155689
Danbury,2016.0,Three Family,Three Family,22,325000.0,2.3913867834090907
Danbury,2016.0,Two Family,Two Family,59,260000.0,0.5838324861355932
Danbury,2017.0,Condo,Condo,333,235000.0,0.6330002089909911
Danbury,2017.0,Four Family,Four Family,4,357500.0,0.556184017
Danbury,2017.0,Single Family,Single Family,431,292500.0,0.7324940419883991
Danbury,2017.0,Three Family,Three Family,8,394950.0,0.52706093325
Danbury,2017.0,Two Family,Two Family,38,307500.0,0.5602299456842106
Danbury,2018.0,Condo,Condo,165,240000.0,0.5115266271878788
Danbury,2018.0,Four Family,Four Family,2,467500.0,0.5737416665
Danbury,2018.0,Single Family,Single Family,138,286500.0,0.6914217038695653
Danbury,2018.0,Three Family,Three Family,8,398500.0,0.6218340520000001
Danbury,2018.0,Two Family,Two Family,16,328750.0,0.8334810683125
Danbury,2019.0,Condo,Condo,532,223250.0,0.5672649571748238
Danbury,2019.0,Four Family,Four Family,6,385000.0,0.8209
Danbury,2019.0,Single Family,Single Family,571,302500.0,0.7152882459978902
Danbury,2019.0,Three Family,Three Family,24,428700.0,0.6002285556136364
Danbury,2019.0,Two Family,Two Family,59,332000.0,0.8411888226388888
Danbury,2020.0,Condo,Condo,370,272725.0,0.5257095782654679
Danbury,2020.0,Four Family,Four Family,3,550000.0,0.687075
Danbury,2020.0,Residential,Condo,205,245000.0,0.5091613774634146
Danbury,2020.0,Residential,Single Family,190,340000.0,0.560826549831579
Danbury,2020.0,Residential,Three Family,6,380000.0,0.5726333333333333
Danbury,2020.0,Residential,Two Family,16,368000.0,0.5897197851875
Danbury,2020.0,Single Family,Single Family,447,314562.5,0.7187720882352941
Danbury,2020.0,Three Family,Three Family,17,395250.0,0.7213888888888889
Danbury,2020.0,Two Family,Two Family,29,361464.25,0.7592022058823529
Danbury,2021.0,Apartments,nan,3,41200000.0,0.42216666666666675
Danbury,2021.0,Residential,Condo,731,275000.0,0.4838046689220246
Danbury,2021.0,Residential,Four Family,10,597500.0,0.6328891303999999
Danbury,2021.0,Residential,Single Family,675,370000.0,0.6541159810325926
Danbury,2021.0,Residential,Three Family,29,512000.0,0.5419833583103448
Danbury,2021.0,Residential,Two Family,75,415000.0,0.5946095829333333
Danbury,2022.0,Apartments,nan,1,925000.0,0.4312
Danbury,2022.0,Residential,Condo,460,300000.0,0.4304700813304348
Danbury,2022.0,Residential,Four Family,5,599900.0,0.6990266666
Danbury,2022.0,Residential,Single Family,479,395000.0,0.5133716542881002
Danbury,2022.0,Residential,Three Family,12,492500.0,0.506425
Danbury,2022.0,Residential,Two Family,60,455000.0,0.4433759649166667
Danbury,2023.0,Apartments,nan,1,2300000.0,0.535
Danbury,2023.0,Residential,Condo,93,326000.0,0.5901365591397849
Danbury,2023.0,Residential,Four Family,1,184040.0,2.2802
Danbury,2023.0,Residential,Single Family,111,420000.0,0.678345945945946
Danbury,2023.0,Residential,Three Family,8,575000.0,1.374875
Danbury,2023.0,Residential,Two Family,6,527450.0,0.4851166666666667
Danbury,2024.0,Apartments,nan,1,5250000.0,0.4867
Danbury,2024.0,Residential,Condo,283,318000.0,0.5628448763250883
Danbury,2024.0,Residential,Four Family,3,750000.0,0.5490666666666667
Danbury,2024.0,Residential,Single Family,287,455000.0,0.6112445993031359
Danbury,2024.0,Residential,Three Family,14,682000.0,0.5317928571428572
Danbury,2024.0,Residential,Two Family,29,550000.0,0.5458551724137931
Darien,2006.0,Condo,Condo,5,480000.0,0.5632537784
Darien,2006.0,Single Family,Single Family,62,1065000.0,0.9393025185483871
Darien,2007.0,Condo,Condo,11,727000.0,0.49217823355555557
Darien,2007.0,Single Family,Single Family,424,1297500.0,0.6069398434990798
Darien,2007.0,Two Family,Two Family,1,5900000.0,0.426691525
Darien,2008.0,Condo,Condo,15,360000.0,0.8873089071428572
Darien,2008.0,Single Family,Single Family,207,1363750.0,1.8555462304459511
Darien,2009.0,Condo,Condo,5,510000.0,0.7849014402
Darien,2009.0,Single Family,Single Family,67,1137000.0,0.8324894150895522
Darien,2009.0,Two Family,Two Family,1,275000.0,1.592181818
Darien,2010.0,Condo,Condo,4,500000.0,0.748217373
Darien,2010.0,Single Family,Single Family,289,1295000.0,0.7752488924463667
Darien,2011.0,Condo,Condo,5,435000.0,0.8127833336
Darien,2011.0,Single Family,Single Family,271,1350000.0,0.777122807797048
Darien,2012.0,Condo,Condo,10,640000.0,0.6193981779
Darien,2012.0,Single Family,Single Family,342,1792500.0,0.7035473608328445
Darien,2013.0,Condo,Condo,14,767500.0,0.5915947703571429
Darien,2013.0,Single Family,Single Family,272,1345000.0,0.7589527969191177
Darien,2013.0,Two Family,Two Family,1,490000.0,0.761428571
Darien,2014.0,Condo,Condo,12,1058660.0,0.34696946391666666
Darien,2014.0,Single Family,Single Family,76,1492500.0,0.6701416790526317
Darien,2015.0,Condo,Condo,34,1657014.0,0.34880566935294116
Darien,2015.0,Single Family,Single Family,388,1400000.0,0.7053177377087628
Darien,2016.0,Condo,Condo,27,917500.0,0.5524295834615385
Darien,2016.0,Single Family,Single Family,323,1300000.0,0.7199857935170279
Darien,2017.0,Condo,Condo,32,1125000.0,0.5899280130806451
Darien,2017.0,Single Family,Single Family,340,1345000.0,0.6760339486911765
Darien,2018.0,Condo,Condo,13,1495000.0,0.5401616913076923
Darien,2018.0,Single Family,Single Family,239,1275000.0,1.175036988748954
Darien,2018.0,Two Family,Two Family,1,750000.0,0.804533333
Darien,2019.0,Condo,Condo,6,718812.5,0.731125
Darien,2019.0,Single Family,Single Family,63,1234250.0,0.8589836474501109
Darien,2020.0,Condo,Condo,12,966850.0,0.6681638888888889
Darien,2020.0,Residential,Condo,8,1085000.0,0.565737682
Darien,2020.0,Residential,Single Family,130,1527000.0,0.6631832347384615
Darien,2020.0,Single Family,Single Family,356,1348750.0,0.935981604560623
Darien,2021.0,Apartments,nan,1,230000.0,1.8656
Darien,2021.0,Residential,Condo,30,662500.0,0.6099831149
Darien,2021.0,Residential,Single Family,530,1540500.0,0.7300756126490566
Darien,2022.0,Residential,Condo,36,1326250.0,0.498889908796875
Darien,2022.0,Residential,Single Family,342,1711000.0,0.5265610858463902
Darien,2023.0,Residential,Condo,17,1780000.0,0.5532176470588235
Darien,2023.0,Residential,Single Family,216,1824500.0,0.5731472222222223
Deep River,2006.0,Condo,Condo,3,174000.0,0.6483332533333334
Deep River,2006.0,Single Family,Single Family,9,254000.0,0.6589734483333333
Deep River,2007.0,Condo,Condo,18,170250.0,0.6983035384
Deep River,2007.0,Single Family,Single Family,62,325185.5,1.1266856886833334
Deep River,2007.0,Two Family,Two Family,1,355000.0,0.671802817
Deep River,2008.0,Condo,Condo,9,150700.0,0.765144652625
Deep River,2008.0,Single Family,Single Family,39,271500.0,0.8340134265277778
Deep River,2008.0,Two Family,Two Family,2,236500.0,0.834602171
Deep River,2009.0,Condo,Condo,4,144500.0,0.8798236525
Deep River,2009.0,Single Family,Single Family,35,227000.0,0.8119477662
Deep River,2010.0,Condo,Condo,9,142000.0,0.8555129177777778
Deep River,2010.0,Single Family,Single Family,30,277000.0,0.8290421082666667
Deep River,2010.0,Two Family,Two Family,2,79900.0,1.65951189
Deep River,2011.0,Single Family,Single Family,17,190000.0,1.2330261280588235
Deep River,2012.0,Condo,Condo,9,118000.0,0.7669511877777777
Deep River,2012.0,Single Family,Single Family,47,247000.0,1.317216500574468
Deep River,2012.0,Two Family,Two Family,2,150000.0,1.2533535355
Deep River,2013.0,Condo,Condo,13,132000.0,0.7421542756153846
Deep River,2013.0,Single Family,Single Family,46,298750.0,0.8206991497111111
Deep River,2014.0,Condo,Condo,6,127850.0,0.83530985475
Deep River,2014.0,Four Family,Four Family,1,450000.0,0.8344
Deep River,2014.0,Single Family,Single Family,54,243000.0,1.4544703950526316
Deep River,2015.0,Condo,Condo,9,139000.0,0.7364660054444445
Deep River,2015.0,Single Family,Single Family,37,230000.0,0.9111413328108108
Deep River,2016.0,Condo,Condo,5,152500.0,0.6949237802
Deep River,2016.0,Single Family,Single Family,14,253200.0,0.7772747958571429
Deep River,2016.0,Two Family,Two Family,1,77500.0,1.462322581
Deep River,2017.0,Condo,Condo,21,139000.0,0.7282440971904762
Deep River,2017.0,Single Family,Single Family,59,225000.0,0.8762037121864407
Deep River,2018.0,Condo,Condo,16,123000.0,0.838327450625
Deep River,2018.0,Single Family,Single Family,66,251750.0,0.8696286748333334
Deep River,2018.0,Three Family,Three Family,2,182500.0,0.939921212
Deep River,2018.0,Two Family,Two Family,1,600000.0,1.6069
Deep River,2019.0,Condo,Condo,11,145000.0,0.7020727272727273
Deep River,2019.0,Single Family,Single Family,84,267150.0,0.7149464178785714
Deep River,2019.0,Two Family,Two Family,1,389000.0,0.7011
Deep River,2020.0,Condo,Condo,9,139350.0,0.7379666666666667
Deep River,2020.0,Residential,Condo,1,150000.0,0.65
Deep River,2020.0,Single Family,Single Family,46,287500.0,0.7736472616632859
Deep River,2021.0,Residential,Condo,9,159900.0,0.6239739414444444
Deep River,2021.0,Residential,Single Family,23,300000.0,0.5992880367391304
Deep River,2022.0,Residential,Condo,19,167500.0,0.5758816666666666
Deep River,2022.0,Residential,Single Family,44,303750.0,0.7823404938563219
Deep River,2022.0,Residential,Two Family,2,147500.0,0.90455
Deep River,2023.0,Apartments,nan,1,582306.0,0.531
Deep River,2023.0,Residential,Condo,16,210000.0,0.5086875
Deep River,2023.0,Residential,Single Family,53,332900.0,1.9170924528301887
Deep River,2024.0,Apartments,nan,1,1185000.0,0.4091
Deep River,2024.0,Residential,Condo,11,230000.0,0.5886636363636364
Deep River,2024.0,Residential,Single Family,40,370000.0,0.7699
Deep River,2024.0,Residential,Three Family,1,765000.0,0.5177
Deep River,2024.0,Residential,Two Family,2,300000.0,0.53285
Derby,2006.0,Condo,Condo,23,215000.0,0.7613761793913044
Derby,2006.0,Single Family,Single Family,22,243750.0,0.6544863205
Derby,2006.0,Three Family,Three Family,4,270000.0,0.6754436845
Derby,2006.0,Two Family,Two Family,11,240000.0,0.7847205724545454
Derby,2007.0,Condo,Condo,57,219250.0,0.6560230346273586
Derby,2007.0,Single Family,Single Family,83,257750.0,0.7262771967512627
Derby,2007.0,Three Family,Three Family,8,177000.0,0.9064604943571428
Derby,2007.0,Two Family,Two Family,29,272500.0,1.37115949301
Derby,2008.0,Condo,Condo,40,190625.0,0.6662600187571429
Derby,2008.0,Four Family,Four Family,1,320000.0,0.81615625
Derby,2008.0,Single Family,Single Family,76,236750.0,0.7300917564264706
Derby,2008.0,Three Family,Three Family,2,165700.0,1.05817571
Derby,2008.0,Two Family,Two Family,21,203600.0,0.9909303824705883
Derby,2009.0,Condo,Condo,30,178500.0,0.7903823767666667
Derby,2009.0,Four Family,Four Family,1,244900.0,1.050142915
Derby,2009.0,Single Family,Single Family,56,205000.0,1.0552371289464286
Derby,2009.0,Three Family,Three Family,1,90000.0,1.693222222
Derby,2009.0,Two Family,Two Family,20,153500.0,1.5540243999999999
Derby,2010.0,Condo,Condo,32,170000.0,0.7957702763548387
Derby,2010.0,Four Family,Four Family,2,240000.0,0.9382764375
Derby,2010.0,Single Family,Single Family,60,211000.0,1.1299128887
Derby,2010.0,Three Family,Three Family,5,152000.0,1.5048329679999999
Derby,2010.0,Two Family,Two Family,18,65850.0,2.417780562722222
Derby,2011.0,Condo,Condo,18,158450.0,0.9533722362222221
Derby,2011.0,Four Family,Four Family,2,116000.0,2.072617647
Derby,2011.0,Single Family,Single Family,40,172898.5,1.537852789525
Derby,2011.0,Two Family,Two Family,14,131500.0,1.6447616600714288
Derby,2012.0,Condo,Condo,8,146100.0,0.8689915915
Derby,2012.0,Single Family,Single Family,14,177250.0,0.8124782453571429
Derby,2012.0,Three Family,Three Family,1,25000.0,3.1248
Derby,2012.0,Two Family,Two Family,7,178000.0,0.8052478392857143
Derby,2013.0,Condo,Condo,43,132000.0,0.9485703870000001
Derby,2013.0,Four Family,Four Family,3,170000.0,1.3443257783333333
Derby,2013.0,Single Family,Single Family,65,145000.0,1.0031438781538462
Derby,2013.0,Three Family,Three Family,2,50125.0,1.5322644925
Derby,2013.0,Two Family,Two Family,13,90000.0,1.1064330981538462
Derby,2014.0,Condo,Condo,44,127000.0,0.8950592111888889
Derby,2014.0,Four Family,Four Family,1,110000.0,1.529181818
Derby,2014.0,Single Family,Single Family,82,152749.0,0.9123061424272727
Derby,2014.0,Two Family,Two Family,19,102962.5,0.9368602963428571
Derby,2015.0,Condo,Condo,26,105500.0,0.95973178938
Derby,2015.0,Four Family,Four Family,1,12000.0,27.71416667
Derby,2015.0,Single Family,Single Family,69,161000.0,0.9595391634347826
Derby,2015.0,Three Family,Three Family,4,94500.0,1.1910277004999998
Derby,2015.0,Two Family,Two Family,21,135000.0,1.001751345047619
Derby,2016.0,Condo,Condo,14,108500.0,0.8739423352142858
Derby,2016.0,Single Family,Single Family,22,171000.0,0.8298080751363636
Derby,2016.0,Three Family,Three Family,1,94349.0,1.101018559
Derby,2016.0,Two Family,Two Family,12,101250.0,1.273576034
Derby,2017.0,Condo,Condo,67,150912.5,0.6359947006818183
Derby,2017.0,Four Family,Four Family,3,205000.0,0.7588920693333333
Derby,2017.0,Single Family,Single Family,84,179500.0,0.8297128073928571
Derby,2017.0,Three Family,Three Family,4,197000.0,0.53313837025
Derby,2017.0,Two Family,Two Family,22,177000.0,0.6917723064090909
Derby,2018.0,Condo,Condo,57,150000.0,0.6640126997719298
Derby,2018.0,Four Family,Four Family,3,230000.0,0.7553
Derby,2018.0,Single Family,Single Family,115,187000.0,0.7997461370956521
Derby,2018.0,Three Family,Three Family,6,102666.5,2.88815
Derby,2018.0,Two Family,Two Family,25,178500.0,0.6427512975199999
Derby,2019.0,Condo,Condo,45,159000.0,0.603951720212406
Derby,2019.0,Four Family,Four Family,4,221000.0,0.607925
Derby,2019.0,Single Family,Single Family,106,206750.0,0.6902862740222222
Derby,2019.0,Three Family,Three Family,6,222375.0,0.536852554
Derby,2019.0,Two Family,Two Family,21,134250.0,0.8946997330312499
Derby,2020.0,Condo,Condo,36,155000.0,0.6409197324414715
Derby,2020.0,Residential,Condo,10,168000.0,0.6132299999999999
Derby,2020.0,Residential,Four Family,2,367500.0,0.594
Derby,2020.0,Residential,Single Family,43,250000.0,0.6574162790697674
Derby,2020.0,Residential,Three Family,3,290000.0,0.45333333333333337
Derby,2020.0,Residential,Two Family,9,230000.0,0.6030444444444444
Derby,2020.0,Single Family,Single Family,78,218750.0,0.7239127083333332
Derby,2020.0,Three Family,Three Family,6,212500.0,0.658
Derby,2020.0,Two Family,Two Family,10,168240.0,0.6869749999999999
Derby,2021.0,Residential,Condo,51,175000.0,0.5708137530980392
Derby,2021.0,Residential,Four Family,2,403100.0,0.5640000000000001
Derby,2021.0,Residential,Single Family,62,262500.0,0.6358274193548388
Derby,2021.0,Residential,Three Family,5,310000.0,0.47237999999999997
Derby,2021.0,Residential,Two Family,31,245000.0,0.5484032258064516
Derby,2022.0,Residential,Condo,73,212125.0,0.4891652502017544
Derby,2022.0,Residential,Four Family,6,361250.0,0.4217666666666666
Derby,2022.0,Residential,Single Family,110,273875.0,0.666883604505814
Derby,2022.0,Residential,Three Family,10,392500.0,0.3526
Derby,2022.0,Residential,Two Family,59,290000.0,0.5471801120448179
Derby,2023.0,Apartments,nan,3,600000.0,0.41346666666666665
Derby,2023.0,Residential,Condo,49,245000.0,0.4372979591836734
Derby,2023.0,Residential,Four Family,1,372500.0,0.4758
Derby,2023.0,Residential,Single Family,100,312500.0,0.589886
Derby,2023.0,Residential,Three Family,10,388500.0,0.434
Derby,2023.0,Residential,Two Family,34,280000.0,0.4955764705882353
Derby,2024.0,Residential,Condo,38,273875.0,0.3845315789473684
Derby,2024.0,Residential,Single Family,49,359000.0,0.5016020408163265
Derby,2024.0,Residential,Three Family,2,490000.0,0.43005
Derby,2024.0,Residential,Two Family,29,350000.0,0.4184655172413793
Durham,2006.0,Condo,Condo,2,193500.0,0.6414801035
Durham,2006.0,Single Family,Single Family,27,346900.0,0.7363624743703704
Durham,2006.0,Two Family,Two Family,1,170000.0,1.029823529
Durham,2007.0,Condo,Condo,6,213375.0,0.5911557135000001
Durham,2007.0,Single Family,Single Family,90,325000.0,0.7641623850414079
Durham,2008.0,Condo,Condo,5,280000.0,1.7045249198
