Town,Year,Property Type,Residential Type,NumSales,MedianSale,AvgSalesRatio
***Unknown***,2007.0,Single Family,Single Family,1,282450.0,0.235581519
Andover,2007.0,Single Family,Single Family,11,297625.0,0.6845791129
Andover,2008.0,Single Family,Single Family,32,248687.5,0.7019126951772727
Andover,2009.0,Single Family,Single Family,30,237450.0,0.7715433919666667
Andover,2010.0,Single Family,Single Family,39,220790.0,0.9185171405641026
Andover,2011.0,Single Family,Single Family,24,200750.0,0.8290305702083334
Andover,2012.0,Single Family,Single Family,11,240000.0,0.8141085891818182
Andover,2013.0,Single Family,Single Family,28,247500.0,0.8762752588571429
Andover,2013.0,Two Family,Two Family,1,125000.0,1.0624
Andover,2014.0,Single Family,Single Family,27,195675.0,0.8557292065263158
Andover,2014.0,Two Family,Two Family,2,412500.0,0.570066
Andover,2015.0,Single Family,Single Family,41,194900.0,1.2536734511219512
Andover,2016.0,Single Family,Single Family,37,226000.0,1.186924766972973
Andover,2017.0,Single Family,Single Family,14,193500.0,1.5781565994285713
Andover,2018.0,Single Family,Single Family,60,234600.0,0.8915916479
Andover,2019.0,Single Family,Single Family,64,248500.0,0.7624090939356776
Andover,2019.0,Two Family,Two Family,1,227000.0,0.5788
Andover,2020.0,Residential,Single Family,12,277450.0,0.59800757575
Andover,2020.0,Single Family,Single Family,32,256000.0,0.6759269230769231
Andover,2020.0,Two Family,Two Family,1,143500.0,0.9749
Andover,2021.0,Residential,Single Family,49,280000.0,0.5810380027755102
Andover,2022.0,Residential,Single Family,6,302500.0,0.5182
Andover,2023.0,Residential,Single Family,37,365000.0,0.5876135135135135
Andover,2024.0,Residential,Single Family,29,310000.0,0.9227620689655173
Ansonia,2006.0,Condo,Condo,1,195000.0,0.457435897
Ansonia,2006.0,Single Family,Single Family,41,238000.0,0.5794284155121951
Ansonia,2006.0,Three Family,Three Family,2,302500.0,0.4009156495
Ansonia,2006.0,Two Family,Two Family,16,250325.5,0.9324144707500001
Ansonia,2007.0,Condo,Condo,9,139500.0,4.731324128555555
Ansonia,2007.0,Four Family,Four Family,2,301250.0,0.3244260255
Ansonia,2007.0,Single Family,Single Family,126,237750.0,0.5185712396507937
Ansonia,2007.0,Three Family,Three Family,7,288000.0,0.48297556785714285
Ansonia,2007.0,Two Family,Two Family,36,266500.0,0.3746640589722222
Ansonia,2008.0,Condo,Condo,1,190000.0,0.722631579
Ansonia,2008.0,Single Family,Single Family,30,230979.5,0.7957176704333333
Ansonia,2008.0,Three Family,Three Family,1,205000.0,1.0
Ansonia,2008.0,Two Family,Two Family,11,199000.0,1.7491192903636366
Ansonia,2009.0,Four Family,Four Family,5,235500.0,1.061499355
Ansonia,2009.0,Single Family,Single Family,95,197000.0,2.274199027810526
Ansonia,2009.0,Three Family,Three Family,1,185000.0,1.051891892
Ansonia,2009.0,Two Family,Two Family,33,188500.0,1.1102852983030302
Ansonia,2010.0,Condo,Condo,8,175950.0,0.866324335875
Ansonia,2010.0,Single Family,Single Family,87,199900.0,0.9431762653103448
Ansonia,2010.0,Three Family,Three Family,3,170000.0,1.233030501
Ansonia,2010.0,Two Family,Two Family,33,150000.0,1.677492035090909
Ansonia,2011.0,Condo,Condo,9,182500.0,0.8256439855555555
Ansonia,2011.0,Four Family,Four Family,1,99000.0,1.805050505
Ansonia,2011.0,Single Family,Single Family,88,180000.0,1.1424822315113636
Ansonia,2011.0,Three Family,Three Family,5,153000.0,1.6484960166
Ansonia,2011.0,Two Family,Two Family,35,125199.0,1.7316551685142858
Ansonia,2012.0,Condo,Condo,7,165000.0,0.9945848068571428
Ansonia,2012.0,Four Family,Four Family,1,64000.0,3.3640625
Ansonia,2012.0,Single Family,Single Family,75,168000.0,1.22852209308
Ansonia,2012.0,Three Family,Three Family,8,142600.0,1.293645096625
Ansonia,2012.0,Two Family,Two Family,26,95000.0,1.8537980380384615
Ansonia,2013.0,Condo,Condo,3,115450.0,1.2591035943333335
Ansonia,2013.0,Single Family,Single Family,40,183000.0,0.8173446004605263
Ansonia,2013.0,Three Family,Three Family,1,250000.0,0.5816
Ansonia,2013.0,Two Family,Two Family,11,140000.0,0.9656839681818181
Ansonia,2014.0,Condo,Condo,8,135750.0,1.007408973
Ansonia,2014.0,Four Family,Four Family,4,208750.0,0.6726462428333333
Ansonia,2014.0,Single Family,Single Family,138,162500.0,0.8910704667010869
Ansonia,2014.0,Three Family,Three Family,11,183750.0,0.7865784442666667
Ansonia,2014.0,Two Family,Two Family,43,81875.0,1.457620609907576
Ansonia,2015.0,Condo,Condo,6,55550.0,1.2913281315
Ansonia,2015.0,Four Family,Four Family,2,152500.0,1.133428308
Ansonia,2015.0,Single Family,Single Family,164,155000.0,1.2134188952195122
Ansonia,2015.0,Three Family,Three Family,10,159500.0,0.7989494553
Ansonia,2015.0,Two Family,Two Family,62,108500.0,0.9994825064032258
Ansonia,2016.0,Condo,Condo,10,150500.0,0.7561344369
Ansonia,2016.0,Four Family,Four Family,3,160000.0,0.6823618316666668
Ansonia,2016.0,Single Family,Single Family,193,166500.0,0.9866077129896373
Ansonia,2016.0,Three Family,Three Family,12,211700.0,0.5975498754166667
Ansonia,2016.0,Two Family,Two Family,50,144950.0,0.9230466991
Ansonia,2017.0,Condo,Condo,3,120000.0,0.7736333333333333
Ansonia,2017.0,Four Family,Four Family,5,195000.0,0.6711198972
Ansonia,2017.0,Single Family,Single Family,196,175000.0,0.8634850623826531
Ansonia,2017.0,Three Family,Three Family,18,183000.0,0.8065991895555555
Ansonia,2017.0,Two Family,Two Family,59,174000.0,1.8833399929322034
Ansonia,2018.0,Condo,Condo,5,115000.0,0.57958
Ansonia,2018.0,Four Family,Four Family,2,225000.0,0.9053
Ansonia,2018.0,Single Family,Single Family,171,192000.0,1.0109771174619882
Ansonia,2018.0,Three Family,Three Family,17,260000.0,0.7767126050588234
Ansonia,2018.0,Two Family,Two Family,59,196000.0,0.8042248906101694
Ansonia,2019.0,Condo,Condo,9,116000.0,0.61379375
Ansonia,2019.0,Four Family,Four Family,2,294500.0,0.4949
Ansonia,2019.0,Single Family,Single Family,156,197500.0,0.7400249493038462
Ansonia,2019.0,Three Family,Three Family,24,217775.0,1.0863991425227273
Ansonia,2019.0,Two Family,Two Family,52,192500.0,0.759088006258315
Ansonia,2020.0,Condo,Condo,4,126000.0,0.57975
Ansonia,2020.0,Four Family,Four Family,2,285000.0,0.5426
Ansonia,2020.0,Residential,Condo,3,160000.0,0.5169
Ansonia,2020.0,Residential,Four Family,1,425000.0,0.352
Ansonia,2020.0,Residential,Single Family,63,245000.0,0.6172178738888889
Ansonia,2020.0,Residential,Three Family,6,288000.0,0.50115
Ansonia,2020.0,Residential,Two Family,29,260000.0,0.6065252867586207
Ansonia,2020.0,Single Family,Single Family,122,207705.75,0.7035007926829269
Ansonia,2020.0,Three Family,Three Family,6,248500.0,0.6812875
Ansonia,2020.0,Two Family,Two Family,42,215000.0,1.0683533724340175
Ansonia,2021.0,Apartments,nan,3,600000.0,0.4604333333333333
Ansonia,2021.0,Residential,Condo,10,179000.0,0.4083245055
Ansonia,2021.0,Residential,Four Family,5,350000.0,0.43414
Ansonia,2021.0,Residential,Single Family,186,245000.0,0.5674147386075269
Ansonia,2021.0,Residential,Three Family,18,322500.0,0.4756635241111111
Ansonia,2021.0,Residential,Two Family,111,285000.0,0.4936313376396396
Ansonia,2022.0,Apartments,nan,3,600000.0,0.6943333333333334
Ansonia,2022.0,Residential,Condo,8,192500.0,0.540825
Ansonia,2022.0,Residential,Four Family,5,447500.0,0.39083519559999996
Ansonia,2022.0,Residential,Single Family,169,279925.0,0.8669055016219716
Ansonia,2022.0,Residential,Three Family,21,332725.0,0.7213189358125
Ansonia,2022.0,Residential,Two Family,98,296250.0,0.5548477825226515
Ansonia,2023.0,Residential,Condo,3,225000.0,0.5830000000000001
Ansonia,2023.0,Residential,Single Family,130,299500.0,1.6170215384615383
Ansonia,2023.0,Residential,Three Family,15,420000.0,0.6241800000000001
Ansonia,2023.0,Residential,Two Family,45,310000.0,0.6589622222222222
Ansonia,2024.0,Apartments,nan,2,537500.0,0.66605
Ansonia,2024.0,Residential,Condo,7,185000.0,0.6223857142857143
Ansonia,2024.0,Residential,Four Family,2,412500.0,0.59795
Ansonia,2024.0,Residential,Single Family,134,318000.0,6.943379104477612
Ansonia,2024.0,Residential,Three Family,7,375000.0,5.114571428571429
Ansonia,2024.0,Residential,Two Family,56,382500.0,2.266105357142857
Ashford,2006.0,Condo,Condo,1,78250.0,0.402555911
Ashford,2006.0,Single Family,Single Family,20,204000.0,0.50570908525
Ashford,2007.0,Condo,Condo,6,82200.0,0.339928784
Ashford,2007.0,Single Family,Single Family,50,259400.0,0.50674644598
Ashford,2007.0,Two Family,Two Family,1,100000.0,1.0975
Ashford,2008.0,Condo,Condo,1,76000.0,0.701315789
Ashford,2008.0,Single Family,Single Family,12,210500.0,0.7378900805
Ashford,2009.0,Condo,Condo,1,75000.0,0.710666667
Ashford,2009.0,Single Family,Single Family,45,200000.0,0.8827510273777778
Ashford,2010.0,Condo,Condo,2,68500.0,0.8096884335000001
Ashford,2010.0,Single Family,Single Family,41,213000.0,2.2067433465365855
Ashford,2010.0,Three Family,Three Family,1,126000.0,2.886507937
Ashford,2010.0,Two Family,Two Family,1,20000.0,17.305
Ashford,2011.0,Condo,Condo,3,40100.0,1.3477057940000001
Ashford,2011.0,Single Family,Single Family,34,147500.0,1.9152996008529413
Ashford,2011.0,Two Family,Two Family,2,116400.0,1.9587095555
Ashford,2012.0,Single Family,Single Family,9,137000.0,1.0544555407777778
Ashford,2013.0,Single Family,Single Family,44,167500.0,0.9073356903181818
Ashford,2013.0,Two Family,Two Family,2,77990.5,3.0010036309999997
Ashford,2014.0,Condo,Condo,1,50000.0,0.866
Ashford,2014.0,Single Family,Single Family,48,158900.0,0.9208277201549451
Ashford,2014.0,Two Family,Two Family,1,181500.0,0.680991736
Ashford,2015.0,Condo,Condo,2,62500.0,0.7165994495
Ashford,2015.0,Single Family,Single Family,46,179450.0,0.8621958248478261
Ashford,2016.0,Single Family,Single Family,53,167000.0,0.9857588823773585
Ashford,2016.0,Two Family,Two Family,2,121500.0,1.4324407115
Ashford,2017.0,Condo,Condo,1,55000.0,0.701818182
Ashford,2017.0,Single Family,Single Family,29,183000.0,0.7546177715172414
Ashford,2018.0,Condo,Condo,1,30000.0,1.4766
Ashford,2018.0,Single Family,Single Family,62,175250.0,0.9175670338709677
Ashford,2018.0,Two Family,Two Family,4,142436.015,1.046573387
Ashford,2019.0,Condo,Condo,5,53250.0,0.7360842252
Ashford,2019.0,Single Family,Single Family,55,179000.0,0.9493623732500001
Ashford,2019.0,Two Family,Two Family,3,242000.0,0.6755
Ashford,2020.0,Condo,Condo,1,57000.0,0.707
Ashford,2020.0,Residential,Single Family,28,255450.0,0.701284904107143
Ashford,2020.0,Residential,Two Family,2,226000.0,0.6376999999999999
Ashford,2020.0,Single Family,Single Family,63,198750.0,0.7819912963055555
Ashford,2020.0,Two Family,Two Family,1,217000.0,0.7161
Ashford,2021.0,Apartments,nan,4,3437512.0,0.4394
Ashford,2021.0,Residential,Condo,1,79900.0,0.5406
Ashford,2021.0,Residential,Single Family,43,245000.0,0.5837425466279069
Ashford,2021.0,Residential,Two Family,1,440000.0,0.5631
Ashford,2022.0,Residential,Single Family,13,270000.0,2.632230769230769
Ashford,2023.0,Residential,Single Family,58,345000.0,0.5391637931034483
Ashford,2023.0,Residential,Two Family,2,387500.0,0.57345
Ashford,2024.0,Residential,Condo,1,121000.0,0.4119
Ashford,2024.0,Residential,Single Family,21,325000.0,0.4568952380952381
Ashford,2024.0,Residential,Two Family,4,351000.0,0.705575
Avon,2006.0,Condo,Condo,36,257500.0,0.6091892841944444
Avon,2006.0,Single Family,Single Family,59,430000.0,5.277096899644068
Avon,2007.0,Condo,Condo,109,270000.0,0.5749851248894927
Avon,2007.0,Single Family,Single Family,265,469375.0,0.8016381664696719
Avon,2008.0,Condo,Condo,73,256575.0,0.5653862361991979
Avon,2008.0,Single Family,Single Family,163,475250.0,1.3770647058551737
Avon,2009.0,Condo,Condo,27,258375.0,0.7686228284807692
Avon,2009.0,Single Family,Single Family,76,438000.0,1.237574618210526
Avon,2010.0,Condo,Condo,104,199250.0,0.7658869389660194
Avon,2010.0,Single Family,Single Family,182,426250.0,0.8486989101593407
Avon,2011.0,Condo,Condo,77,207250.0,0.780912509375
Avon,2011.0,Single Family,Single Family,221,430000.0,0.8178749449909503
Avon,2011.0,Three Family,Three Family,1,313000.0,0.717635783
Avon,2012.0,Condo,Condo,86,285968.0,0.9325666144117648
Avon,2012.0,Single Family,Single Family,247,440000.0,0.9891957033765182
Avon,2012.0,Two Family,Two Family,1,242000.0,0.905950413
Avon,2013.0,Condo,Condo,98,230500.0,0.8696008214183674
Avon,2013.0,Single Family,Single Family,189,455000.0,1.4544955993492064
Avon,2014.0,Condo,Condo,27,227750.0,0.7076638790192308
Avon,2014.0,Single Family,Single Family,71,383000.0,0.769758894056338
Avon,2015.0,Condo,Condo,114,222500.0,0.7733415513973214
Avon,2015.0,Single Family,Single Family,270,418500.0,0.8621113631222223
Avon,2016.0,Condo,Condo,100,225500.0,0.7090110906717172
Avon,2016.0,Single Family,Single Family,283,402000.0,0.9087212688833923
Avon,2017.0,Condo,Condo,111,205000.0,0.7985712191711712
Avon,2017.0,Single Family,Single Family,260,399950.0,1.358341865423077
Avon,2017.0,Three Family,Three Family,1,263000.0,0.842889734
Avon,2018.0,Condo,Condo,87,220375.0,0.7864840905988373
Avon,2018.0,Single Family,Single Family,207,419000.0,0.947692593642512
Avon,2019.0,Condo,Condo,35,209750.0,0.7548066666666666
Avon,2019.0,Single Family,Single Family,67,351250.0,0.821971753875969
Avon,2020.0,Condo,Condo,108,199750.0,0.7528026113671276
Avon,2020.0,Residential,Condo,50,224500.0,0.6899764341
Avon,2020.0,Residential,Single Family,84,430000.0,0.6906622663571428
Avon,2020.0,Residential,Two Family,1,300000.0,0.705333333
Avon,2020.0,Single Family,Single Family,211,405250.0,1.6445093128109454
Avon,2021.0,Residential,Condo,150,230500.0,0.6998213922933333
Avon,2021.0,Residential,Single Family,332,489500.0,0.6901010307409639
Avon,2022.0,Residential,Condo,152,280000.0,0.5256001948224298
Avon,2022.0,Residential,Single Family,279,551250.0,0.5986972293504218
Avon,2023.0,Residential,Condo,90,322500.0,0.4696677777777778
Avon,2023.0,Residential,Single Family,159,545000.0,0.5405553459119498
Barkhamsted,2006.0,Single Family,Single Family,11,275000.0,0.5906477595454546
Barkhamsted,2006.0,Two Family,Two Family,2,22500.0,9.5175
Barkhamsted,2007.0,Single Family,Single Family,57,228700.0,0.6450505658680556
Barkhamsted,2008.0,Single Family,Single Family,28,253950.0,1.6871584469166665
Barkhamsted,2009.0,Single Family,Single Family,9,215000.0,0.9908762653333333
Barkhamsted,2010.0,Single Family,Single Family,29,224000.0,2.090694772586207
Barkhamsted,2010.0,Three Family,Three Family,1,435000.0,1.088229885
Barkhamsted,2011.0,Single Family,Single Family,24,235000.0,0.834408696375
Barkhamsted,2011.0,Two Family,Two Family,1,230000.0,0.670478261
Barkhamsted,2012.0,Single Family,Single Family,37,205900.0,1.1225707414864865
Barkhamsted,2013.0,Single Family,Single Family,24,221065.0,1.2428986187916666
Barkhamsted,2014.0,Single Family,Single Family,13,246000.0,0.8467671206153846
Barkhamsted,2014.0,Two Family,Two Family,1,140000.0,0.910285714
Barkhamsted,2015.0,Single Family,Single Family,50,205000.0,1.00359969834
Barkhamsted,2015.0,Two Family,Two Family,1,400000.0,0.658675
Barkhamsted,2016.0,Single Family,Single Family,45,255000.0,0.7731512412222222
Barkhamsted,2016.0,Three Family,Three Family,1,260000.0,0.748384615
Barkhamsted,2017.0,Single Family,Single Family,45,255000.0,0.7620149189555556
Barkhamsted,2017.0,Two Family,Two Family,1,206000.0,1.122912621
Barkhamsted,2018.0,Single Family,Single Family,40,254750.0,0.77716386625
Barkhamsted,2018.0,Two Family,Two Family,1,856000.0,0.5621
Barkhamsted,2019.0,Single Family,Single Family,13,251450.0,0.6980162527222222
Barkhamsted,2020.0,Residential,Single Family,28,294950.0,0.6781602147857143
Barkhamsted,2020.0,Single Family,Single Family,63,235651.5,1.14286263045
Barkhamsted,2021.0,Residential,Single Family,57,290000.0,1.3244117179473684
Barkhamsted,2022.0,Apartments,nan,1,2220000.0,0.4709
Barkhamsted,2022.0,Residential,Single Family,68,360000.0,0.5296667768439614
Barkhamsted,2023.0,Residential,Single Family,31,392265.0,0.47821290322580645
Beacon Falls,2007.0,Condo,Condo,9,262385.5,0.552593458
Beacon Falls,2007.0,Single Family,Single Family,13,77350.0,1.9180297408333333
Beacon Falls,2008.0,Condo,Condo,36,445735.0,0.1923962567140468
Beacon Falls,2008.0,Single Family,Single Family,37,230750.0,1.6343356786206296
Beacon Falls,2008.0,Two Family,Two Family,1,243200.0,0.762088816
Beacon Falls,2009.0,Condo,Condo,31,437585.0,0.456835785483871
Beacon Falls,2009.0,Single Family,Single Family,59,220000.0,0.8968771359322034
Beacon Falls,2010.0,Condo,Condo,16,327362.5,0.454735199
Beacon Falls,2010.0,Single Family,Single Family,64,215487.5,0.943781728765625
Beacon Falls,2010.0,Two Family,Two Family,2,182750.0,0.935120755
Beacon Falls,2011.0,Condo,Condo,8,140000.0,0.96143168125
Beacon Falls,2011.0,Single Family,Single Family,28,196500.0,1.2269033526785713
Beacon Falls,2012.0,Condo,Condo,3,121000.0,0.8742399930000001
Beacon Falls,2012.0,Single Family,Single Family,23,203500.0,0.9128592769999999
Beacon Falls,2013.0,Condo,Condo,23,259900.0,0.7045841649130434
Beacon Falls,2013.0,Single Family,Single Family,63,188000.0,0.9309901282539682
Beacon Falls,2014.0,Condo,Condo,23,229250.0,0.760166606265873
Beacon Falls,2014.0,Single Family,Single Family,71,240000.0,0.8853822939990197
Beacon Falls,2014.0,Two Family,Two Family,3,113000.0,1.80364809775
Beacon Falls,2015.0,Condo,Condo,25,403290.0,0.60448399564
Beacon Falls,2015.0,Single Family,Single Family,64,197500.0,1.0858085608749999
Beacon Falls,2015.0,Two Family,Two Family,1,160000.0,1.1189375
Beacon Falls,2016.0,Condo,Condo,15,313700.0,0.47607398413333335
Beacon Falls,2016.0,Single Family,Single Family,57,221000.0,0.9053764126666666
Beacon Falls,2016.0,Two Family,Two Family,2,223223.5,1.009350898
Beacon Falls,2017.0,Condo,Condo,5,153000.0,0.6397342906000001
Beacon Falls,2017.0,Single Family,Single Family,15,303000.0,0.5743506458666666
Beacon Falls,2018.0,Condo,Condo,39,173500.0,0.5002519295641026
Beacon Falls,2018.0,Single Family,Single Family,89,206000.0,4327.440378796
Beacon Falls,2019.0,Condo,Condo,42,210625.0,0.4672273163088235
Beacon Falls,2019.0,Single Family,Single Family,96,219975.0,0.8266457734868421
Beacon Falls,2019.0,Two Family,Two Family,4,185662.5,0.7816000000000001
Beacon Falls,2020.0,Condo,Condo,24,336812.5,0.3480819327731092
Beacon Falls,2020.0,Residential,Condo,13,180000.0,0.3392965812307692
Beacon Falls,2020.0,Residential,Single Family,27,275000.0,0.5530248885555555
Beacon Falls,2020.0,Residential,Three Family,1,280000.0,0.4473
Beacon Falls,2020.0,Single Family,Single Family,67,269875.0,0.7045661067193676
Beacon Falls,2020.0,Two Family,Two Family,1,210000.0,0.7622
Beacon Falls,2021.0,Residential,Condo,41,279000.0,0.2949772032439024
Beacon Falls,2021.0,Residential,Single Family,69,265000.0,0.6742210685072464
Beacon Falls,2021.0,Residential,Three Family,1,310000.0,0.5593
Beacon Falls,2021.0,Residential,Two Family,2,296000.0,0.3748
Beacon Falls,2022.0,Residential,Condo,16,345000.0,0.42396249999999996
Beacon Falls,2022.0,Residential,Single Family,12,367500.0,0.6193916666666667
Beacon Falls,2022.0,Residential,Two Family,1,440000.0,0.6946
Beacon Falls,2023.0,Residential,Condo,40,377500.0,0.4046225
Beacon Falls,2023.0,Residential,Single Family,71,289900.0,0.6023126760563381
Beacon Falls,2023.0,Residential,Two Family,3,255000.0,0.7394999999999999
Beacon Falls,2024.0,Residential,Condo,18,320000.0,0.40197777777777777
Beacon Falls,2024.0,Residential,Single Family,45,360000.0,0.5253222222222221
Beacon Falls,2024.0,Residential,Two Family,3,360600.0,0.48100000000000004
Berlin,2006.0,Condo,Condo,17,285000.0,1.741555973352941
Berlin,2006.0,Four Family,Four Family,1,365000.0,0.584657534
Berlin,2006.0,Single Family,Single Family,59,271000.0,0.9726142765254238
Berlin,2006.0,Two Family,Two Family,4,209000.0,0.4704576465
Berlin,2007.0,Condo,Condo,71,327361.0,4.592361766394366
Berlin,2007.0,Single Family,Single Family,177,280000.0,0.5526557381468926
Berlin,2007.0,Three Family,Three Family,1,310000.0,0.406451613
Berlin,2007.0,Two Family,Two Family,4,208500.0,0.542541489
Berlin,2008.0,Condo,Condo,12,295899.0,6.831034653583333
Berlin,2008.0,Single Family,Single Family,49,260000.0,0.7763519670408163
Berlin,2008.0,Three Family,Three Family,1,267000.0,0.75505618
Berlin,2008.0,Two Family,Two Family,1,128000.0,2.02734375
Berlin,2009.0,Condo,Condo,44,295000.0,3.706760328181818
Berlin,2009.0,Single Family,Single Family,185,240000.0,1.2469146094486485
Berlin,2009.0,Two Family,Two Family,4,227750.0,0.88634872775
Berlin,2010.0,Condo,Condo,81,235825.0,2.330698003012346
Berlin,2010.0,Single Family,Single Family,170,244950.0,0.9293617839117647
Berlin,2010.0,Two Family,Two Family,9,179000.0,0.9567899811111111
Berlin,2011.0,Condo,Condo,88,242300.0,0.6364292063636363
Berlin,2011.0,Single Family,Single Family,167,240000.0,0.9443728868143711
Berlin,2011.0,Two Family,Two Family,11,198000.0,1.3973008444545454
Berlin,2012.0,Condo,Condo,46,246912.5,0.6960819401086956
Berlin,2012.0,Four Family,Four Family,1,330000.0,0.754545455
Berlin,2012.0,Single Family,Single Family,145,230000.0,0.9919724815724137
Berlin,2012.0,Two Family,Two Family,2,87500.0,2.1748333335
Berlin,2013.0,Condo,Condo,18,240387.5,0.6218551959444444
Berlin,2013.0,Single Family,Single Family,62,219750.0,0.8373028969265537
Berlin,2013.0,Two Family,Two Family,2,72500.0,17.983284458500002
Berlin,2014.0,Condo,Condo,70,237525.0,0.6323033900428277
Berlin,2014.0,Single Family,Single Family,204,246250.0,1.3119825952307556
Berlin,2014.0,Two Family,Two Family,7,183500.0,0.83289520175
Berlin,2015.0,Condo,Condo,62,255950.0,0.6258632041129032
Berlin,2015.0,Single Family,Single Family,206,245000.0,0.881002405854369
Berlin,2015.0,Two Family,Two Family,12,182000.0,1.1222357967499998
Berlin,2016.0,Condo,Condo,75,253000.0,0.61109093528
Berlin,2016.0,Single Family,Single Family,219,235000.0,0.9766419853333332
Berlin,2016.0,Three Family,Three Family,3,200000.0,0.941420114
Berlin,2016.0,Two Family,Two Family,12,158950.0,1.24472674275
Berlin,2017.0,Condo,Condo,39,253500.0,0.7041839806923077
Berlin,2017.0,Single Family,Single Family,199,235424.0,1.0832797988944725
Berlin,2017.0,Three Family,Three Family,3,200000.0,0.9114253876666666
Berlin,2017.0,Two Family,Two Family,7,285000.0,0.5928515481428571
Berlin,2018.0,Condo,Condo,15,220000.0,0.5045737730000001
Berlin,2018.0,Single Family,Single Family,73,212000.0,0.49577305971232877
Berlin,2018.0,Two Family,Two Family,3,165000.0,0.5859939393333333
Berlin,2019.0,Condo,Condo,79,233750.0,0.710655094880597
Berlin,2019.0,Single Family,Single Family,294,244500.0,0.8104770683113695
Berlin,2019.0,Two Family,Two Family,12,255000.0,0.6360916666666666
Berlin,2020.0,Condo,Condo,38,200750.0,0.6277941666666667
Berlin,2020.0,Residential,Condo,17,234000.0,0.6244136945882354
Berlin,2020.0,Residential,Single Family,91,293500.0,0.697181756087912
Berlin,2020.0,Residential,Two Family,4,249400.0,0.64515
Berlin,2020.0,Single Family,Single Family,168,278550.0,0.7042754464285714
Berlin,2020.0,Three Family,Three Family,1,330000.0,0.5236
Berlin,2020.0,Two Family,Two Family,10,285000.0,0.6840428571428572
Berlin,2021.0,Residential,Condo,75,261000.0,0.9894408207733333
Berlin,2021.0,Residential,Single Family,274,305000.0,0.6242676828503649
Berlin,2021.0,Residential,Three Family,1,335000.0,0.4405
Berlin,2021.0,Residential,Two Family,17,249900.0,0.8206075335294117
Berlin,2022.0,Residential,Condo,56,330297.5,0.4778385343928572
Berlin,2022.0,Residential,Single Family,184,350000.0,0.6688354332880434
Berlin,2022.0,Residential,Three Family,1,250000.0,0.5228
Berlin,2022.0,Residential,Two Family,9,302000.0,0.6884674306666666
Berlin,2023.0,Residential,Condo,9,348775.0,2.8406777777777776
Berlin,2023.0,Residential,Four Family,1,536000.0,0.533
Berlin,2023.0,Residential,Single Family,61,340000.0,1.01
Berlin,2023.0,Residential,Two Family,3,300000.0,0.7155
Berlin,2024.0,Residential,Condo,39,330000.0,0.5534666666666667
Berlin,2024.0,Residential,Single Family,134,382500.0,0.7305574626865672
Berlin,2024.0,Residential,Two Family,6,397500.0,0.5160833333333333
Bethany,2006.0,Single Family,Single Family,20,390000.0,0.6634248843
Bethany,2007.0,Condo,Condo,1,275000.0,0.602581818
Bethany,2007.0,Single Family,Single Family,73,419625.0,0.5144384603084415
Bethany,2008.0,Single Family,Single Family,48,369000.0,0.5342878040351045
Bethany,2009.0,Single Family,Single Family,17,305000.0,0.8703517221176471
Bethany,2010.0,Single Family,Single Family,50,299950.0,0.7707751023199999
Bethany,2011.0,Condo,Condo,1,404000.0,0.728836634
Bethany,2011.0,Single Family,Single Family,45,299000.0,0.8495362179333333
Bethany,2012.0,Single Family,Single Family,59,315000.0,1.0319377058305086
Bethany,2013.0,Single Family,Single Family,56,300000.0,0.9543166319285714
Bethany,2013.0,Two Family,Two Family,1,410000.0,0.866
Bethany,2014.0,Single Family,Single Family,19,316000.0,0.6773632192105263
Bethany,2015.0,Single Family,Single Family,48,320000.0,0.8157741837916667
Bethany,2016.0,Condo,Condo,1,467000.0,0.586723769
Bethany,2016.0,Single Family,Single Family,74,312000.0,0.9314754966216217
Bethany,2017.0,Single Family,Single Family,74,306500.0,0.8351045850810811
Bethany,2018.0,Single Family,Single Family,53,315000.0,0.7258720276037737
Bethany,2019.0,Single Family,Single Family,21,397500.0,0.7010425
Bethany,2020.0,Residential,Single Family,44,382500.0,0.6241273495
Bethany,2020.0,Single Family,Single Family,65,321250.0,0.9310878167641325
Bethany,2021.0,Residential,Single Family,111,379900.0,0.6106111577747748
Bethany,2021.0,Residential,Three Family,1,265000.0,0.7365
Bethany,2021.0,Residential,Two Family,1,230000.0,0.9377
Bethany,2022.0,Residential,Single Family,73,430000.0,0.7281972903191392
Bethany,2022.0,Residential,Two Family,1,342000.0,0.5455
Bethany,2023.0,Residential,Single Family,59,478000.0,0.4763084745762712
Bethel,2006.0,Condo,Condo,16,253750.0,0.502739326375
Bethel,2006.0,Four Family,Four Family,1,515000.0,0.37623301
Bethel,2006.0,Single Family,Single Family,45,350000.0,1.376977135311111
Bethel,2006.0,Two Family,Two Family,1,160000.0,1.402625
Bethel,2007.0,Condo,Condo,62,255000.0,0.5471565211612903
Bethel,2007.0,Single Family,Single Family,131,379000.0,0.6454477571908396
Bethel,2007.0,Three Family,Three Family,1,401700.0,0.506845905
Bethel,2007.0,Two Family,Two Family,13,400000.0,0.5573093907692308
Bethel,2008.0,Condo,Condo,6,189343.5,0.7843180285
Bethel,2008.0,Single Family,Single Family,28,334500.0,1.2250761725357144
Bethel,2009.0,Condo,Condo,54,289950.0,1.0666634812222222
Bethel,2009.0,Single Family,Single Family,144,397450.0,1.2112378106888113
Bethel,2009.0,Three Family,Three Family,1,279000.0,1.176344086
Bethel,2009.0,Two Family,Two Family,9,314900.0,2.178512736666667
