Town,Year,PropertyType,NumSales,MedianSale,AvgSalesRatio
Orange,2023.0,Vacant Land,6,337500.0,0.4774833333333333
Orange,2024.0,Commercial,9,1550000.0,0.6355999999999999
Orange,2024.0,Residential,91,550000.0,0.6116153846153846
Orange,2024.0,Vacant Land,5,120000.0,0.90578
Oxford,2001.0,nan,61,255000.0,2.5008892999508197
Oxford,2002.0,nan,331,242000.0,0.8207182035981873
Oxford,2003.0,nan,301,305445.5,0.9926910564967695
Oxford,2004.0,nan,451,267500.0,1.224075620163573
Oxford,2005.0,nan,385,348253.75,2.3855244145815924
Oxford,2006.0,Condo,16,436263.25,0.6119228222333333
Oxford,2006.0,Single Family,46,382475.0,0.7265357884384616
Oxford,2006.0,Two Family,1,585000.0,0.681128205
Oxford,2006.0,nan,9,180000.0,1.5122690067777775
Oxford,2007.0,Condo,44,429001.5,0.2635928998831579
Oxford,2007.0,Single Family,152,413750.0,0.7380284107217769
Oxford,2007.0,Two Family,2,565000.0,0.584724673
Oxford,2007.0,nan,44,187500.0,3.2839587983555556
Oxford,2008.0,Condo,64,469150.0,0.38308825558813553
Oxford,2008.0,Single Family,129,399100.0,0.8229004993698759
Oxford,2008.0,Two Family,4,403500.0,0.435759669
Oxford,2008.0,nan,20,190000.0,0.8532279976
Oxford,2009.0,Condo,20,407602.5,0.58653382675
Oxford,2009.0,Single Family,106,335000.0,0.8460278910188679
Oxford,2009.0,Two Family,1,250000.0,1.78268
Oxford,2009.0,nan,17,350000.0,1.5603926275882352
Oxford,2010.0,Condo,22,427153.5,0.42650097563636363
Oxford,2010.0,Single Family,72,324750.0,0.7619452857777778
Oxford,2010.0,Two Family,1,135000.0,1.96837037
Oxford,2010.0,nan,20,137500.0,0.9178097462
Oxford,2011.0,Condo,7,403240.0,0.6379330178571428
Oxford,2011.0,Single Family,26,297500.0,0.9159324736153847
Oxford,2011.0,nan,2,39450.0,13.670553359500001
Oxford,2012.0,Condo,21,380000.0,0.6627743824761905
Oxford,2012.0,Single Family,108,302500.0,1.2169460347037035
Oxford,2012.0,nan,24,187500.0,2.7856066295434783
Oxford,2013.0,Condo,36,382000.0,0.6705022478428571
Oxford,2013.0,Single Family,127,284767.5,1.014398957344512
Oxford,2013.0,Two Family,1,260000.0,0.882692308
Oxford,2013.0,nan,22,117200.0,1.0397652587272728
Oxford,2014.0,Condo,38,356000.0,0.5599042201463769
Oxford,2014.0,Single Family,131,291250.0,0.8918292157431611
Oxford,2014.0,Two Family,1,500000.0,0.7942
Oxford,2014.0,nan,30,200518.75,1.079549420232143
Oxford,2015.0,Condo,34,380265.0,0.574236086617647
Oxford,2015.0,Single Family,99,305500.0,0.8280483365353535
Oxford,2015.0,nan,17,190000.0,3.672506188647059
Oxford,2016.0,Condo,13,375000.0,0.5283197246923077
Oxford,2016.0,Single Family,40,298500.0,1.1744348471000001
Oxford,2016.0,nan,4,4000.0,0.3570050335
Oxford,2017.0,Condo,44,375930.0,1.3499824652272727
Oxford,2017.0,Single Family,155,305000.0,0.7929260696451613
Oxford,2017.0,nan,21,120000.0,1.5767687973809525
Oxford,2018.0,Condo,58,372231.25,0.6104793871607143
Oxford,2018.0,Single Family,157,329975.0,0.7309511346726727
Oxford,2018.0,Two Family,1,420000.0,0.668
Oxford,2018.0,nan,24,678680.0,0.8033665470454545
Oxford,2019.0,Condo,49,382891.25,0.5093912010075251
Oxford,2019.0,Single Family,172,325725.0,0.8063957996315216
Oxford,2019.0,Two Family,1,355000.0,0.5261
Oxford,2019.0,nan,32,145000.0,3.924273076923077
Oxford,2020.0,Condo,48,377825.0,0.528175
Oxford,2020.0,Single Family,131,427475.0,0.680547027773077
Oxford,2020.0,Two Family,2,479950.0,0.57965
Oxford,2020.0,nan,13,123000.0,0.22285416666666666
Oxford,2021.0,Residential,70,447500.0,0.5348582525714286
Oxford,2021.0,Vacant Land,7,150000.0,0.40709999999999996
Oxford,2022.0,Commercial,5,1295000.0,0.528
Oxford,2022.0,Industrial,3,900000.0,0.6126666666666667
Oxford,2022.0,Residential,187,448500.0,0.5241302493246753
Oxford,2022.0,Vacant Land,23,136250.0,0.9266368939416667
Oxford,2023.0,Commercial,2,5675000.0,0.7443500000000001
Oxford,2023.0,Industrial,2,1542000.0,0.35255
Oxford,2023.0,Residential,191,520000.0,0.5522193717277487
Oxford,2023.0,Vacant Land,14,132500.0,0.5071857142857142
Oxford,2024.0,Commercial,4,420000.0,0.4505
Oxford,2024.0,Industrial,3,220000.0,0.5672
Oxford,2024.0,Residential,109,528000.0,0.4653761467889908
Oxford,2024.0,Vacant Land,15,185000.0,0.4316333333333333
Plainfield,2001.0,nan,93,114900.0,1.204789211967742
Plainfield,2002.0,nan,284,112500.0,0.6479352683943662
Plainfield,2003.0,nan,57,122125.0,0.6186515264504717
Plainfield,2004.0,nan,453,159600.0,1.088404660537829
Plainfield,2005.0,nan,428,185000.0,0.7019466266775701
Plainfield,2006.0,Condo,2,92500.0,0.3910363635
Plainfield,2006.0,Four Family,1,245000.0,0.291591837
Plainfield,2006.0,Single Family,58,211250.0,0.6118643490012626
Plainfield,2006.0,Two Family,6,80625.0,2.6894786342
Plainfield,2006.0,nan,249,195450.0,0.5826311639903582
Plainfield,2007.0,Condo,15,184900.0,0.33207994688888887
Plainfield,2007.0,Four Family,2,277000.0,0.43931120349999997
Plainfield,2007.0,Single Family,152,197500.0,0.6061057289361702
Plainfield,2007.0,Three Family,1,215000.0,0.28
Plainfield,2007.0,Two Family,21,214000.0,0.3633588310545455
Plainfield,2007.0,nan,31,169375.0,0.7581306778154762
Plainfield,2008.0,Condo,2,37000.0,2.1291847825
Plainfield,2008.0,Single Family,39,175000.0,0.8869747217692308
Plainfield,2008.0,Two Family,2,185500.0,0.727274051
Plainfield,2008.0,nan,4,491971.5,0.59591265425
Plainfield,2009.0,Condo,17,130000.0,1.0286832045882353
Plainfield,2009.0,Four Family,1,250000.0,1.16032
Plainfield,2009.0,Single Family,143,150000.0,1.0265421806923076
Plainfield,2009.0,Three Family,1,120000.0,0.926916667
Plainfield,2009.0,Two Family,12,94450.0,1.5118465920833335
Plainfield,2009.0,nan,33,181741.0,1.141114020483871
Plainfield,2010.0,Condo,11,140000.0,1.0024616089090908
Plainfield,2010.0,Single Family,158,142250.0,1.376199466677215
Plainfield,2010.0,Three Family,1,75000.0,1.483066667
Plainfield,2010.0,Two Family,7,90000.0,1.5805019362857142
Plainfield,2010.0,nan,26,91450.0,2.199355255692308
Plainfield,2011.0,Condo,7,135000.0,0.8701119941428572
Plainfield,2011.0,Four Family,3,100000.0,2.6377718243333335
Plainfield,2011.0,Single Family,119,139750.0,0.9607309632584746
Plainfield,2011.0,Three Family,1,114000.0,1.325087719
Plainfield,2011.0,Two Family,6,128000.0,1.1250582938333333
Plainfield,2011.0,nan,25,49125.0,1.7551179197291666
Plainfield,2012.0,Condo,9,55000.0,1.2139420384444444
Plainfield,2012.0,Four Family,1,185000.0,0.734432432
Plainfield,2012.0,Single Family,90,129950.0,2.4361780413222225
Plainfield,2012.0,Two Family,8,116700.0,2.142307798875
Plainfield,2012.0,nan,21,47500.0,1.7080290396
Plainfield,2013.0,Condo,1,120000.0,0.984666667
Plainfield,2013.0,Four Family,1,150000.0,1.1288
Plainfield,2013.0,Single Family,28,165975.0,0.8783062822884615
Plainfield,2013.0,Three Family,1,150000.0,0.933266667
Plainfield,2013.0,Two Family,7,70000.0,1.418948718
Plainfield,2013.0,nan,10,249992.5,0.6839077751666667
Plainfield,2014.0,Condo,4,67250.0,1.212592355
Plainfield,2014.0,Four Family,2,227555.0,0.791856076
Plainfield,2014.0,Single Family,150,148500.0,1.0844687025238096
Plainfield,2014.0,Three Family,1,160000.0,0.846125
Plainfield,2014.0,Two Family,12,105500.0,1.6626600347777778
Plainfield,2014.0,nan,38,67150.0,3.743983030522417
Plainfield,2015.0,Condo,3,130000.0,0.619780567
Plainfield,2015.0,Four Family,3,57200.0,2.5795712683333334
Plainfield,2015.0,Single Family,190,147950.0,0.979366770131579
Plainfield,2015.0,Three Family,2,29100.0,3.1004090669999997
Plainfield,2015.0,Two Family,12,70149.5,1.6501603374166667
Plainfield,2015.0,nan,31,85000.0,1.3283624072903226
Plainfield,2016.0,Condo,6,70000.0,0.8710076203333333
Plainfield,2016.0,Four Family,5,182500.0,1.1456414834
Plainfield,2016.0,Single Family,210,145000.0,0.9619036843047619
Plainfield,2016.0,Three Family,3,122500.0,0.9278681123333333
Plainfield,2016.0,Two Family,20,86000.0,1.5194893401
Plainfield,2016.0,nan,31,58000.0,3.632335757645161
Plainfield,2017.0,Condo,4,141000.0,0.822873232
Plainfield,2017.0,Four Family,1,170000.0,0.637058824
Plainfield,2017.0,Single Family,176,150450.0,1.0167706703693182
Plainfield,2017.0,Three Family,2,134950.0,0.883614162
Plainfield,2017.0,Two Family,14,105000.0,1.2082152855
Plainfield,2017.0,nan,30,89520.0,1.5347958407666666
Plainfield,2018.0,Condo,2,107450.0,0.7831
Plainfield,2018.0,Four Family,1,135000.0,0.6202
Plainfield,2018.0,Single Family,50,174450.0,0.7210159140442891
Plainfield,2018.0,Three Family,1,107975.0,0.9994
Plainfield,2018.0,Two Family,3,121250.0,0.81398327825
Plainfield,2018.0,nan,15,72500.0,1.1605654159615384
Plainfield,2019.0,Condo,18,142000.0,0.6270982299141413
Plainfield,2019.0,Four Family,3,195000.0,0.55735
Plainfield,2019.0,Single Family,209,183425.0,0.7166023703625102
Plainfield,2019.0,Two Family,33,126475.0,0.9434769612916667
Plainfield,2019.0,nan,37,74000.0,2.6107339889077377
Plainfield,2020.0,Apartments,2,307500.0,0.6801999999999999
Plainfield,2020.0,Commercial,3,350000.0,1.033644543
Plainfield,2020.0,Condo,15,104500.0,0.5946920904
Plainfield,2020.0,Four Family,6,258250.0,0.6509185376666666
Plainfield,2020.0,Public Utility,1,39000.0,3.023589744
Plainfield,2020.0,Residential,76,222500.0,0.6128398983421053
Plainfield,2020.0,Single Family,154,196300.0,0.6516848075974025
Plainfield,2020.0,Three Family,2,200000.0,0.5974
Plainfield,2020.0,Two Family,14,167500.0,0.6685714285714285
Plainfield,2020.0,Vacant Land,8,47600.0,1.7770125
Plainfield,2020.0,nan,36,1104950.0,0.7296164474714285
Plainfield,2021.0,Apartments,2,490000.0,0.5265
Plainfield,2021.0,Commercial,22,220500.0,0.9264796311363636
Plainfield,2021.0,Industrial,8,255000.0,0.761522549375
Plainfield,2021.0,Residential,390,235000.0,0.5459025681153846
Plainfield,2021.0,Vacant Land,41,50000.0,1.0266851924878049
Plainfield,2022.0,Apartments,3,300000.0,0.8593851916666667
Plainfield,2022.0,Commercial,16,280000.0,1.9387110584375
Plainfield,2022.0,Industrial,4,1823034.5,0.205175
Plainfield,2022.0,Residential,240,260000.0,0.5395355489583333
Plainfield,2022.0,Vacant Land,22,46500.0,2.018607451272727
Plainfield,2023.0,Apartments,1,525000.0,0.4033
Plainfield,2023.0,Commercial,1,3640000.0,0.5971
Plainfield,2023.0,Residential,67,268000.0,0.6328089552238806
Plainfield,2023.0,Vacant Land,5,80000.0,12.200639999999998
Plainfield,2024.0,Apartments,5,538774.0,0.5332
Plainfield,2024.0,Commercial,10,303750.0,1.2098
Plainfield,2024.0,Residential,181,307870.0,0.6174265193370165
Plainfield,2024.0,Vacant Land,9,28500.0,1.2068111111111113
Plainville,2001.0,nan,92,120000.0,0.8961316654456521
Plainville,2002.0,nan,436,124950.0,0.7685946330137615
Plainville,2003.0,nan,394,144975.0,0.6830884810779542
Plainville,2004.0,nan,484,142975.0,1.169970727692457
Plainville,2005.0,nan,417,207975.0,0.45026812054216864
Plainville,2006.0,nan,293,189000.0,0.39332677383904113
Plainville,2007.0,Condo,41,186700.0,0.562581428661111
Plainville,2007.0,Single Family,44,186200.0,1.0827300128745172
Plainville,2007.0,Three Family,5,358100.0,0.70580735125
Plainville,2007.0,Two Family,3,210000.0,0.7922914283333333
Plainville,2007.0,nan,4,277407.5,1.1664990083333333
Plainville,2008.0,Condo,74,186375.0,0.487239810483871
Plainville,2008.0,Single Family,161,199999.75,0.7779526482483321
Plainville,2008.0,Three Family,1,425000.0,0.531670588
Plainville,2008.0,Two Family,5,218625.0,0.717453884
Plainville,2008.0,nan,33,75000.0,0.8398444371507937
Plainville,2009.0,Condo,70,111000.0,0.7146096624710145
Plainville,2009.0,Single Family,148,185000.0,0.8294957520945946
Plainville,2009.0,Three Family,2,250000.0,0.7233757575
Plainville,2009.0,Two Family,7,170000.0,1.775336037142857
Plainville,2009.0,nan,23,726959.75,0.7205981697727273
Plainville,2010.0,Condo,68,155500.0,0.5811404628088235
Plainville,2010.0,Single Family,133,195000.0,1.0277279970225566
Plainville,2010.0,Three Family,1,225000.0,1.068355556
Plainville,2010.0,Two Family,11,180000.0,0.958294355090909
Plainville,2010.0,nan,20,145000.0,0.7582357575
Plainville,2011.0,Condo,39,139000.0,0.7516274782564103
Plainville,2011.0,Single Family,116,141950.0,0.8719651959217392
Plainville,2011.0,Three Family,1,241250.0,0.960994819
Plainville,2011.0,Two Family,4,125000.0,1.222350233
Plainville,2011.0,nan,22,305000.0,0.8042666605
Plainville,2012.0,Condo,15,175000.0,0.6458875118
Plainville,2012.0,Single Family,33,167500.0,0.7543830028484848
Plainville,2012.0,nan,3,750000.0,0.3846344443333333
Plainville,2013.0,Condo,68,123000.0,0.709590266632353
Plainville,2013.0,Single Family,194,173500.0,0.8211562760444445
Plainville,2013.0,Three Family,4,120000.0,1.03191510075
Plainville,2013.0,Two Family,8,180000.0,0.908590360875
Plainville,2013.0,nan,20,65000.0,0.6563916890555556
Plainville,2014.0,Condo,72,121500.0,0.7189712699500393
Plainville,2014.0,Single Family,171,173250.0,0.8759786012876629
Plainville,2014.0,Three Family,1,340000.0,0.453970588
Plainville,2014.0,Two Family,11,151250.0,0.9455909873499999
Plainville,2014.0,nan,19,227500.0,0.93143920325
Plainville,2015.0,Condo,77,120000.0,0.7188600934415584
Plainville,2015.0,Four Family,1,145000.0,0.89937931
Plainville,2015.0,Single Family,209,170000.0,0.889105086832536
Plainville,2015.0,Three Family,2,156000.0,0.9067916665
Plainville,2015.0,Two Family,17,158000.0,1.6345457007058826
Plainville,2015.0,nan,25,168375.0,0.6866653203749999
Plainville,2016.0,Condo,48,110000.0,0.8030234013958334
Plainville,2016.0,Four Family,1,205000.0,1.033268293
Plainville,2016.0,Single Family,129,181400.0,0.8073300639147286
Plainville,2016.0,Three Family,2,195000.0,0.9565813955
Plainville,2016.0,Two Family,12,162500.0,1.1046083164166667
Plainville,2016.0,nan,20,324216.5,0.7037461111
Plainville,2017.0,Condo,25,120000.0,0.88525326008
Plainville,2017.0,Single Family,45,169100.0,0.7717954238
Plainville,2017.0,Two Family,5,133000.0,2.7072331934
Plainville,2017.0,nan,13,200000.0,0.9603523908461539
Plainville,2018.0,Condo,70,171625.0,0.706527439360294
Plainville,2018.0,Four Family,1,183100.0,0.851
Plainville,2018.0,Single Family,222,188000.0,0.9198271127345238
Plainville,2018.0,Three Family,3,229500.0,0.5902666666666666
Plainville,2018.0,Two Family,14,149500.0,1.1981312617142856
Plainville,2018.0,nan,27,580500.0,0.76067790588
Plainville,2019.0,Condo,88,135000.0,0.9795423401519578
Plainville,2019.0,Single Family,212,193250.0,0.717441741376776
Plainville,2019.0,Three Family,2,462450.0,0.57805
Plainville,2019.0,Two Family,10,175000.0,1.4274
Plainville,2019.0,nan,23,388250.0,0.9937131372575757
Plainville,2020.0,Commercial,4,355000.0,0.74661666675
Plainville,2020.0,Condo,70,145000.0,0.6450931372549019
Plainville,2020.0,Industrial,1,459000.0,0.4845
Plainville,2020.0,Residential,115,212000.0,0.6193865372695652
Plainville,2020.0,Single Family,148,219000.0,0.8039804853175676
Plainville,2020.0,Three Family,3,225000.0,0.8454333333333333
Plainville,2020.0,Two Family,4,311500.0,0.83215833325
Plainville,2020.0,nan,27,272500.0,0.8783481481481481
Plainville,2021.0,Apartments,5,390000.0,0.7222000000000001
Plainville,2021.0,Commercial,15,240000.0,1.6323261070000001
Plainville,2021.0,Industrial,3,580000.0,0.9764666666666667
Plainville,2021.0,Residential,380,219450.0,0.6221833497078947
Plainville,2021.0,Vacant Land,12,167500.0,0.45848333333333335
Plainville,2022.0,Apartments,1,320000.0,0.6825
Plainville,2022.0,Commercial,6,500000.0,0.68128
Plainville,2022.0,Industrial,3,1150000.0,0.5884
Plainville,2022.0,Residential,167,217750.0,0.717956847041847
Plainville,2022.0,Vacant Land,5,155259.25,2.150475
Plainville,2023.0,Commercial,23,440000.0,0.8088478260869565
Plainville,2023.0,Industrial,4,178750.0,0.7625
Plainville,2023.0,Residential,267,270000.0,0.5327250936329587
Plainville,2023.0,Vacant Land,5,150000.0,0.80044
Plainville,2024.0,Apartments,1,7100000.0,0.345
Plainville,2024.0,Commercial,12,332500.0,1.5977499999999998
Plainville,2024.0,Industrial,2,4025000.0,0.67605
Plainville,2024.0,Residential,209,299000.0,0.4698808612440191
Plainville,2024.0,Vacant Land,6,124975.0,0.6801166666666667
Plymouth,2002.0,nan,82,130000.0,0.7282771373780488
Plymouth,2003.0,nan,260,150625.0,0.7719905605618482
Plymouth,2004.0,nan,329,171975.0,0.5738536315137537
Plymouth,2005.0,nan,303,87125.0,14.330947555834436
Plymouth,2006.0,nan,239,236625.0,0.4812264939054622
Plymouth,2007.0,Condo,2,177450.0,0.6873914805
Plymouth,2007.0,Single Family,34,179337.5,0.846538101
Plymouth,2007.0,Three Family,3,201750.0,1.0696188806666667
Plymouth,2007.0,Two Family,2,130000.0,0.872293939
Plymouth,2008.0,Condo,10,135971.5,0.5599937153333333
Plymouth,2008.0,Four Family,1,193800.0,0.824613003
Plymouth,2008.0,Single Family,144,193250.0,0.7763437439318182
Plymouth,2008.0,Three Family,3,116000.0,1.636438108
Plymouth,2008.0,Two Family,8,152500.0,1.4622103462857141
Plymouth,2008.0,nan,16,76753.0,1.5041833862857144
Plymouth,2009.0,Condo,17,134000.0,0.6460949715294118
Plymouth,2009.0,Single Family,115,170000.0,0.9839563603652174
Plymouth,2009.0,Three Family,2,191200.0,0.7018609455
Plymouth,2009.0,Two Family,5,130000.0,0.9708290932000001
Plymouth,2009.0,nan,9,150000.0,0.9255569261111111
Plymouth,2010.0,Condo,14,105500.0,0.8717334796538461
Plymouth,2010.0,Single Family,107,170000.0,0.8855257968130842
Plymouth,2010.0,Three Family,3,194500.0,0.9224173356666666
Plymouth,2010.0,Two Family,5,217318.0,1.430101633
Plymouth,2010.0,nan,21,70000.0,1.2840396669047618
Plymouth,2011.0,Condo,4,80275.0,0.7991339107500001
Plymouth,2011.0,Single Family,76,165000.0,1.1049255031973686
Plymouth,2011.0,Three Family,4,159450.0,1.050304064
Plymouth,2011.0,Two Family,6,117100.0,1.5454909646666668
Plymouth,2011.0,nan,7,80000.0,2.240555622857143
Plymouth,2012.0,Condo,1,76500.0,0.856993464
Plymouth,2012.0,Single Family,34,139500.0,1.1609966669411764
Plymouth,2012.0,Three Family,1,120000.0,0.886583333
Plymouth,2012.0,Two Family,2,87000.0,1.474745614
Plymouth,2012.0,nan,3,90000.0,0.8190651163333333
Plymouth,2013.0,Condo,16,91358.5,0.817680406625
Plymouth,2013.0,Single Family,119,137450.0,1.2337767522473684
Plymouth,2013.0,Three Family,4,150000.0,0.80117052625
Plymouth,2013.0,Two Family,4,137750.0,1.01753217125
Plymouth,2013.0,nan,13,190000.0,0.45496313454166665
Plymouth,2014.0,Condo,11,98325.0,0.8760775011071429
Plymouth,2014.0,Single Family,141,158750.0,0.9424189929078195
Plymouth,2014.0,Three Family,7,83250.0,4.006113373208333
Plymouth,2014.0,Two Family,11,123872.5,0.9581474943999999
Plymouth,2014.0,nan,30,56000.0,2.2381739187491583
Plymouth,2015.0,Condo,14,111500.0,0.7590908515
Plymouth,2015.0,Single Family,149,144000.0,1.0903181070067114
Plymouth,2015.0,Three Family,7,143000.0,2.0124234312857143
Plymouth,2015.0,Two Family,9,45000.0,2.4973199446666667
Plymouth,2015.0,nan,16,140000.0,0.9286749001333333
Plymouth,2016.0,Condo,11,90000.0,1.1951861100909091
Plymouth,2016.0,Single Family,116,148750.0,1.1500274061551725
Plymouth,2016.0,Three Family,5,150000.0,0.9245383523999999
Plymouth,2016.0,Two Family,4,111250.0,1.012182951
Plymouth,2016.0,nan,12,35000.0,1.5494926660833332
Plymouth,2017.0,Condo,3,161000.0,0.968195238
Plymouth,2017.0,Single Family,51,138840.0,1.1771964848823528
Plymouth,2017.0,Three Family,1,173000.0,0.6275
Plymouth,2017.0,Two Family,2,182500.0,0.70805
Plymouth,2017.0,nan,7,95000.0,1.943386756714286
Plymouth,2018.0,Condo,18,104432.5,0.7030875
Plymouth,2018.0,Single Family,224,180250.0,25.589121348266506
Plymouth,2018.0,Three Family,1,152000.0,0.7106
Plymouth,2018.0,Two Family,17,126000.0,1.1149043806470589
Plymouth,2018.0,nan,27,67500.0,1.890825683347826
Plymouth,2019.0,Condo,16,119250.0,0.7051534993055556
Plymouth,2019.0,Four Family,1,263000.0,0.5598
Plymouth,2019.0,Single Family,221,162081.5,1.0171877593467462
Plymouth,2019.0,Three Family,5,151250.0,1.2224309940833333
Plymouth,2019.0,Two Family,3,125750.0,1.1802821427499999
Plymouth,2019.0,nan,18,100330.0,1.4120454314615385
Plymouth,2020.0,Condo,9,112000.0,0.6415888888888889
Plymouth,2020.0,Four Family,3,250000.0,0.5829333333333333
Plymouth,2020.0,Residential,73,201000.0,0.6556085287945206
Plymouth,2020.0,Single Family,136,184500.0,0.7804489534705883
Plymouth,2020.0,Three Family,2,224500.0,0.58765
Plymouth,2020.0,Two Family,8,141000.0,0.79855
Plymouth,2020.0,Vacant Land,6,35000.0,1.0119666666666667
Plymouth,2020.0,nan,24,52250.0,1.3976768809848483
Plymouth,2021.0,Commercial,8,244000.0,0.96714375
Plymouth,2021.0,Industrial,1,155000.0,1.0594
Plymouth,2021.0,Residential,200,205000.0,0.884891386565
Plymouth,2021.0,Vacant Land,23,49000.0,1.383162805826087
Plymouth,2022.0,Industrial,1,516045.0,0.5712
Plymouth,2022.0,Residential,51,252000.0,0.5696254901960784
Plymouth,2022.0,Vacant Land,6,53000.0,1.2689666666666668
Plymouth,2023.0,Apartments,3,575000.0,0.4115
Plymouth,2023.0,Commercial,12,212500.0,2.1765666666666665
Plymouth,2023.0,Industrial,3,320000.0,26.60846666666667
Plymouth,2023.0,Residential,172,255240.0,0.8836622093023256
Plymouth,2023.0,Vacant Land,26,56500.0,1.1130115384615384
Plymouth,2024.0,Apartments,1,400000.0,0.4639
Plymouth,2024.0,Commercial,6,160000.0,0.7181333333333333
Plymouth,2024.0,Industrial,1,560000.0,0.4081
Plymouth,2024.0,Residential,144,285500.0,0.6209965277777778
Plymouth,2024.0,Vacant Land,12,35500.0,1.5142750000000003
Pomfret,2001.0,nan,36,95500.0,0.9656975834166666
Pomfret,2002.0,nan,100,150250.0,0.67545101394
Pomfret,2003.0,nan,92,171250.0,1.149455223075
Pomfret,2004.0,nan,81,167500.0,0.227646663675
Pomfret,2005.0,nan,35,240000.0,0.8268569409714286
Pomfret,2006.0,Single Family,6,230875.0,0.62728767175
Pomfret,2006.0,nan,56,1169375.0,1.1448857820185183
Pomfret,2007.0,Condo,1,130000.0,0.494615385
Pomfret,2007.0,Single Family,41,305000.0,0.649186282472619
Pomfret,2007.0,Two Family,2,255000.0,1.0270814815
Pomfret,2007.0,nan,14,175250.0,0.246609865225
Pomfret,2008.0,Single Family,36,375000.0,0.7272537479612904
Pomfret,2008.0,Two Family,1,225000.0,0.794222222
Pomfret,2008.0,nan,15,76250.0,0.2421179954642857
Pomfret,2009.0,Single Family,23,237500.0,0.7625367630434782
Pomfret,2009.0,nan,2,226500.0,1.4050336135000001
Pomfret,2010.0,Single Family,13,273000.0,0.8369182547692307
Pomfret,2010.0,nan,3,93000.0,0.6320873553333334
Pomfret,2011.0,Single Family,27,170000.0,1.2243299577777778
Pomfret,2011.0,Three Family,1,125000.0,1.9096
Pomfret,2011.0,Two Family,2,105000.0,2.2661785715000002
Pomfret,2011.0,nan,9,145000.0,1.4909735265555557
Pomfret,2012.0,Single Family,47,213000.0,1.1822926830212765
Pomfret,2012.0,Three Family,1,55000.0,2.963636364
Pomfret,2012.0,nan,3,105000.0,0.9999780523333334
Pomfret,2013.0,Single Family,42,240000.0,1.102556652487805
Pomfret,2013.0,nan,12,240000.0,1.2689919995333334
Pomfret,2014.0,Condo,1,51500.0,1.151456311
Pomfret,2014.0,Single Family,47,211625.0,1.0813260777617648
Pomfret,2014.0,Two Family,1,115000.0,1.344347826
Pomfret,2014.0,nan,17,51211.5,6.704552202098485
Pomfret,2015.0,Single Family,40,241500.0,0.9920402312000001
Pomfret,2015.0,nan,11,75750.0,1.2768690918999999
Pomfret,2016.0,Single Family,19,215000.0,0.7317101316315789
Pomfret,2016.0,nan,4,97000.0,0.45716817224999995
Pomfret,2017.0,Condo,1,168000.0,0.666666667
Pomfret,2017.0,Single Family,64,254500.0,0.77649169128125
Pomfret,2017.0,nan,16,55875.0,0.84286946825
Pomfret,2018.0,Condo,1,150000.0,0.7113
Pomfret,2018.0,Single Family,51,289900.0,0.6814954050196079
Pomfret,2018.0,nan,17,84600.0,0.9084343109999999
Pomfret,2019.0,Single Family,65,266250.0,0.6974334295904762
Pomfret,2019.0,nan,26,56060.0,0.44701
Pomfret,2020.0,Single Family,63,305900.0,1.4320475047619048
Pomfret,2020.0,Three Family,1,75000.0,2.0427
Pomfret,2020.0,Two Family,2,290000.0,0.71945
Pomfret,2020.0,nan,15,100000.0,0.6187333333333332
Pomfret,2021.0,Commercial,1,793000.0,0.610592686
Pomfret,2021.0,Residential,20,368750.0,0.5268900376500001
Pomfret,2021.0,Vacant Land,4,92450.0,0.56026176525
Pomfret,2022.0,Residential,61,309725.0,0.5859060452347755
Pomfret,2022.0,Vacant Land,8,63750.0,0.6685333333333333
Pomfret,2023.0,Commercial,1,379900.0,0.6762
Pomfret,2023.0,Residential,43,287000.0,0.6210279069767441
Pomfret,2023.0,Vacant Land,18,100000.0,0.4645444444444445
Pomfret,2024.0,Commercial,3,350000.0,0.6061333333333333
Pomfret,2024.0,Residential,36,370500.0,0.5100055555555555
Pomfret,2024.0,Vacant Land,10,110000.0,0.60994
Portland,2002.0,nan,58,190092.5,0.5752084462931035
Portland,2003.0,nan,188,170025.0,0.6355848391083333
Portland,2004.0,nan,266,211950.0,0.46939217231474106
Portland,2005.0,nan,293,225000.0,0.49000581325856163
Portland,2006.0,nan,150,240000.0,0.5755128610266667
Portland,2007.0,Condo,3,219900.0,0.713012541
Portland,2007.0,Single Family,30,251750.0,0.7109011894903846
Portland,2007.0,Three Family,2,205000.0,1.2052727275
Portland,2007.0,nan,5,155000.0,0.9636311986000001
Portland,2008.0,Condo,12,226350.0,0.7619040695833333
Portland,2008.0,Single Family,106,232500.0,0.858284862195922
Portland,2008.0,Three Family,1,107000.0,1.502056075
Portland,2008.0,Two Family,2,192450.0,0.6480750805
Portland,2008.0,nan,18,73125.0,0.9027378518437499
Portland,2009.0,Condo,10,230000.0,1.0281700023
Portland,2009.0,Single Family,94,226650.0,0.9375467943404254
Portland,2009.0,Two Family,5,220500.0,1.3707803636000002
Portland,2009.0,nan,17,100000.0,1.297241181
Portland,2010.0,Condo,12,214450.0,0.8583627310833334
Portland,2010.0,Single Family,96,227450.0,0.8804947588958334
Portland,2010.0,Three Family,2,277500.0,0.9051756755
Portland,2010.0,Two Family,3,115101.0,1.72007799
Portland,2010.0,nan,17,128000.0,1.466745116
Portland,2011.0,Condo,10,185750.0,0.8610193926
Portland,2011.0,Four Family,1,280000.0,0.6275
Portland,2011.0,Single Family,90,192000.0,0.8240730115999999
