Town,Year,PropertyType,NumSales,MedianSale,AvgSalesRatio
Chaplin,2004.0,nan,13,165000.0,0.6326567823846153
Chaplin,2005.0,nan,57,150000.0,0.6614733339824561
Chaplin,2006.0,Condo,2,134450.0,0.40019530049999996
Chaplin,2006.0,Single Family,9,200000.0,0.4667949205555556
Chaplin,2006.0,nan,29,195000.0,0.562899269586207
Chaplin,2007.0,Condo,2,136750.0,0.40365765600000003
Chaplin,2007.0,Single Family,23,218500.0,0.5699521810625
Chaplin,2007.0,nan,8,204625.0,0.4433747986666666
Chaplin,2008.0,Condo,1,109000.0,0.506422018
Chaplin,2008.0,Single Family,23,191237.5,0.5006355161071429
Chaplin,2008.0,nan,8,30687.5,0.3535386912142857
Chaplin,2009.0,Single Family,1,178000.0,0.771348315
Chaplin,2010.0,Condo,1,117500.0,0.759148936
Chaplin,2010.0,Single Family,16,171250.0,1.019916955125
Chaplin,2010.0,nan,4,150000.0,0.8548231883333333
Chaplin,2011.0,Condo,2,61750.0,1.455695538
Chaplin,2011.0,Single Family,13,149900.0,1.2355674222307693
Chaplin,2011.0,Two Family,1,153000.0,1.175163399
Chaplin,2011.0,nan,2,49500.0,0.6108224225
Chaplin,2012.0,Single Family,16,166000.0,0.9631917195
Chaplin,2012.0,Two Family,1,118000.0,1.118644068
Chaplin,2012.0,nan,3,8142.0,4.949542618333333
Chaplin,2013.0,Single Family,11,148200.0,1.2893079067272728
Chaplin,2013.0,nan,3,29000.0,0.7018175286666667
Chaplin,2014.0,Single Family,9,131430.0,1.0509155826666667
Chaplin,2014.0,nan,4,80000.0,0.37948846324999996
Chaplin,2015.0,Condo,1,44900.0,2.13363029
Chaplin,2015.0,Single Family,29,150000.0,1.3296100987586208
Chaplin,2015.0,nan,5,245000.0,0.782833352
Chaplin,2016.0,Condo,1,57840.0,1.547372061
Chaplin,2016.0,Single Family,28,187500.0,0.9313052417142857
Chaplin,2016.0,nan,14,22500.0,0.45031392600000003
Chaplin,2017.0,Single Family,36,164500.0,0.81015537975
Chaplin,2017.0,nan,2,16700.0,1.1714761905
Chaplin,2018.0,Condo,1,56700.0,1.495590829
Chaplin,2018.0,Four Family,1,195000.0,0.8789
Chaplin,2018.0,Single Family,24,188450.0,0.7509316919166666
Chaplin,2018.0,Two Family,1,188100.0,0.6831
Chaplin,2018.0,nan,6,162500.0,0.84465
Chaplin,2019.0,Single Family,4,192450.0,0.6182333333333333
Chaplin,2019.0,nan,1,43500.0,0.846
Chaplin,2020.0,Commercial,1,399743.0,1.184
Chaplin,2020.0,Four Family,1,200000.0,0.5905
Chaplin,2020.0,Residential,15,195000.0,0.6228866666666666
Chaplin,2020.0,Single Family,26,202500.0,0.6707152777777778
Chaplin,2020.0,Vacant Land,1,42000.0,0.8238
Chaplin,2020.0,nan,5,185950.0,0.5650416666666667
Chaplin,2021.0,Commercial,3,462500.0,1.0680666666666667
Chaplin,2021.0,Residential,33,236677.0,0.7199818181818182
Chaplin,2021.0,Vacant Land,4,69450.0,0.7087
Chaplin,2022.0,Residential,31,192750.0,0.745745438962963
Chaplin,2022.0,Vacant Land,5,33498.5,0.3937125
Chaplin,2023.0,Commercial,2,247000.0,0.7535000000000001
Chaplin,2023.0,Residential,23,250000.0,0.9964391304347827
Chaplin,2023.0,Vacant Land,10,34500.0,7.95181
Cheshire,2001.0,nan,145,216000.0,1.2258019674413794
Cheshire,2002.0,nan,582,228500.0,1.0474800551168386
Cheshire,2003.0,nan,454,249450.0,1.0812310783766519
Cheshire,2004.0,nan,143,305000.0,0.806063037979021
Cheshire,2005.0,nan,635,300000.0,0.8843128654220472
Cheshire,2006.0,Condo,32,174950.0,0.48337434365625
Cheshire,2006.0,Single Family,83,338500.0,0.5998731943975903
Cheshire,2006.0,Two Family,1,320000.0,0.36403125
Cheshire,2006.0,nan,429,309000.0,0.8006125980233101
Cheshire,2007.0,Condo,120,218500.0,0.5216245492685528
Cheshire,2007.0,Single Family,344,352625.0,0.7851256967666667
Cheshire,2007.0,Two Family,3,263096.0,0.77025801875
Cheshire,2007.0,nan,40,464625.0,0.4927442678823529
Cheshire,2008.0,Condo,76,226000.0,0.6381766187811447
Cheshire,2008.0,Single Family,163,339700.0,0.8123895944922063
Cheshire,2008.0,nan,26,391615.0,0.6019486297777777
Cheshire,2009.0,Condo,22,175000.0,0.6849970526818182
Cheshire,2009.0,Single Family,70,336450.0,0.8534388417285714
Cheshire,2009.0,nan,7,177131.0,1.1721035442857144
Cheshire,2010.0,Condo,102,202450.0,0.7092112081470587
Cheshire,2010.0,Single Family,230,310725.0,0.947790225678261
Cheshire,2010.0,nan,22,180700.0,1.0502025255
Cheshire,2011.0,Condo,72,184500.0,0.7658317468888889
Cheshire,2011.0,Single Family,202,332250.0,0.8780084603019802
Cheshire,2011.0,nan,28,393000.0,2.7547809407142863
Cheshire,2012.0,Condo,58,160000.0,0.7835064063157895
Cheshire,2012.0,Single Family,259,305000.0,0.814354021100386
Cheshire,2012.0,nan,29,234750.0,0.8934400593928571
Cheshire,2013.0,Condo,65,165000.0,0.8321236537384615
Cheshire,2013.0,Single Family,237,285000.0,0.848591797835443
Cheshire,2013.0,Three Family,1,239000.0,0.865146444
Cheshire,2013.0,nan,28,171297.0,1.0255215361071428
Cheshire,2014.0,Condo,19,187500.0,1.022067488263158
Cheshire,2014.0,Single Family,73,292000.0,1.2789765998356166
Cheshire,2014.0,nan,7,185000.0,15.220345759571428
Cheshire,2015.0,Condo,87,162187.5,0.6760838227906977
Cheshire,2015.0,Single Family,346,312500.0,0.7310343443583815
Cheshire,2015.0,Two Family,4,244000.0,0.69492921825
Cheshire,2015.0,nan,31,230000.0,2.76640944
Cheshire,2016.0,Condo,89,175000.0,0.660391175741573
Cheshire,2016.0,Single Family,350,300000.0,0.7683469911885714
Cheshire,2016.0,Two Family,1,510000.0,0.544176471
Cheshire,2016.0,nan,31,250000.0,2.2595207357096774
Cheshire,2017.0,Condo,103,173725.0,0.7031104444460785
Cheshire,2017.0,Single Family,373,315000.0,0.804872436689008
Cheshire,2017.0,Two Family,4,291234.0,0.95349879925
Cheshire,2017.0,nan,28,242450.0,0.9267750439285715
Cheshire,2018.0,Condo,80,194575.0,0.6918696834294872
Cheshire,2018.0,Single Family,316,332500.0,0.7503982505822785
Cheshire,2018.0,Two Family,1,207777.0,0.987452894
Cheshire,2018.0,nan,30,445000.0,1.3975878466333334
Cheshire,2019.0,Condo,21,192000.0,0.8198916666666667
Cheshire,2019.0,Single Family,83,314450.0,0.7548804321728692
Cheshire,2019.0,Two Family,1,389796.0,0.6151
Cheshire,2019.0,nan,12,485000.0,0.7452742857142858
Cheshire,2020.0,Apartments,1,1150000.0,0.4558
Cheshire,2020.0,Commercial,4,260000.0,0.5489499999999999
Cheshire,2020.0,Condo,74,155125.0,0.6353289166666667
Cheshire,2020.0,Industrial,1,1100000.0,0.6908
Cheshire,2020.0,Residential,132,357250.0,0.6517598291363637
Cheshire,2020.0,Single Family,267,342200.0,0.6752992242803209
Cheshire,2020.0,Vacant Land,2,462500.0,3.6246
Cheshire,2020.0,nan,20,202500.0,0.5178505494505494
Cheshire,2021.0,Apartments,1,547400.0,0.629886737
Cheshire,2021.0,Commercial,14,360000.0,1.9064811862142856
Cheshire,2021.0,Industrial,5,725000.0,0.50078
Cheshire,2021.0,Residential,515,370000.0,0.5433752628330097
Cheshire,2021.0,Vacant Land,24,169900.0,6.777403755333334
Cheshire,2022.0,Commercial,13,643750.0,0.6247220797777777
Cheshire,2022.0,Industrial,3,2100000.0,0.5897
Cheshire,2022.0,Residential,449,407750.0,0.5113637777326447
Cheshire,2022.0,Vacant Land,22,181100.0,1.6724931288214284
Cheshire,2023.0,Commercial,9,400000.0,0.6100555555555556
Cheshire,2023.0,Industrial,8,225000.0,0.4396375
Cheshire,2023.0,Residential,267,425000.0,0.5482355805243445
Cheshire,2023.0,Vacant Land,15,500000.0,0.44422666666666666
Chester,2001.0,nan,25,195000.0,0.62289086616
Chester,2002.0,nan,100,188500.0,1.38339157306
Chester,2003.0,nan,60,273000.0,0.66227661415
Chester,2004.0,nan,24,251000.0,0.718712455875
Chester,2005.0,nan,58,307750.0,0.5480763917068966
Chester,2006.0,Single Family,15,308500.0,0.9132241436
Chester,2006.0,Two Family,1,65000.0,2.473846154
Chester,2006.0,nan,77,297000.0,0.7023561544805195
Chester,2007.0,Condo,2,463650.0,0.5409360785
Chester,2007.0,Single Family,46,309750.0,0.5970000515166667
Chester,2007.0,Two Family,1,414000.0,0.2147343
Chester,2007.0,nan,11,267500.0,0.5746026564
Chester,2008.0,Condo,2,439500.0,0.444825264
Chester,2008.0,Single Family,29,305750.0,0.6787679417129631
Chester,2008.0,nan,2,1226250.0,31.663428571500003
Chester,2009.0,Single Family,14,292300.0,0.7803298185
Chester,2009.0,nan,1,75000.0,1.330666667
Chester,2010.0,Condo,1,1550000.0,0.515256774
Chester,2010.0,Single Family,32,293545.0,1.06418676421875
Chester,2010.0,nan,11,270000.0,0.8325460456363637
Chester,2011.0,Condo,4,33000.0,1.0665909089999999
Chester,2011.0,Single Family,32,251500.0,1.32275109828125
Chester,2011.0,nan,4,697270.0,1.075142433
Chester,2012.0,Condo,4,150000.0,0.23465000025
Chester,2012.0,Single Family,47,250000.0,1.4796778177234045
Chester,2012.0,nan,5,139000.0,0.7017217506
Chester,2013.0,Condo,1,307000.0,1.050032573
Chester,2013.0,Single Family,33,290000.0,0.8627246243636364
Chester,2013.0,Two Family,1,450000.0,0.539022222
Chester,2013.0,nan,4,210000.0,0.863739359
Chester,2014.0,Condo,2,222450.0,0.7938795175
Chester,2014.0,Single Family,13,226000.0,1.7421952452307692
Chester,2014.0,Two Family,1,149000.0,0.894362416
Chester,2014.0,nan,3,40000.0,1.2931013073333333
Chester,2015.0,Condo,2,316500.0,0.6816742259999999
Chester,2015.0,Single Family,51,293500.0,0.8664249248039215
Chester,2015.0,Two Family,1,360000.0,1.063777778
Chester,2015.0,nan,7,125000.0,3.2288083530000002
Chester,2016.0,Single Family,59,245000.0,1.1912483629830508
Chester,2016.0,Two Family,1,170000.0,0.718823529
Chester,2016.0,nan,6,75500.0,0.8170926758333333
Chester,2017.0,Four Family,1,365000.0,0.89
Chester,2017.0,Single Family,51,285000.0,0.7280326445882352
Chester,2017.0,nan,10,166937.5,0.78280639
Chester,2018.0,Single Family,37,298000.0,1.1166678492972972
Chester,2018.0,nan,2,107500.0,0.81955
Chester,2019.0,Single Family,18,297906.5,0.68235
Chester,2019.0,Two Family,1,263000.0,0.5183
Chester,2019.0,nan,1,25000.0,2.7156
Chester,2020.0,Commercial,1,210000.0,1.4754
Chester,2020.0,Condo,3,339250.0,0.647375
Chester,2020.0,Residential,20,367500.0,0.6455149354
Chester,2020.0,Single Family,44,312450.0,0.6449540229885058
Chester,2020.0,Three Family,1,455000.0,0.7281
Chester,2020.0,Two Family,2,455000.0,0.6718999999999999
Chester,2020.0,Vacant Land,2,44775.0,0.5660499999999999
Chester,2020.0,nan,8,433012.5,0.7847416666666667
Chester,2021.0,Commercial,6,427500.0,0.7899564103333333
Chester,2021.0,Public Utility,1,7500.0,14.4013
Chester,2021.0,Residential,63,369000.0,0.6462546495555556
Chester,2021.0,Vacant Land,7,130000.0,1.1521428571428574
Chester,2022.0,Commercial,2,409750.0,0.7096
Chester,2022.0,Residential,62,377000.0,0.48539067371960787
Chester,2022.0,Vacant Land,9,67500.0,0.7661277040714287
Chester,2023.0,Commercial,2,685000.0,0.47175
Chester,2023.0,Residential,46,394450.0,0.575836956521739
Chester,2023.0,Vacant Land,2,97220.0,0.8260000000000001
Chester,2024.0,Residential,5,400000.0,0.5856199999999999
Clinton,2001.0,nan,98,152500.0,1.042153437612245
Clinton,2002.0,nan,425,191500.0,0.7567193264588236
Clinton,2003.0,nan,315,169750.0,2.5376051095777514
Clinton,2004.0,nan,436,247750.0,0.48180161479263023
Clinton,2005.0,nan,297,387750.0,0.4648313123288136
Clinton,2006.0,Condo,8,193950.0,0.622965278
Clinton,2006.0,Single Family,52,317000.0,0.8056710067115385
Clinton,2006.0,nan,14,62500.0,2.1009175643571427
Clinton,2007.0,Condo,44,192750.0,0.6888666543416988
Clinton,2007.0,Single Family,251,304950.0,1.0506376035600677
Clinton,2007.0,Two Family,1,333000.0,0.676876877
Clinton,2007.0,nan,35,100000.0,2.238587058530962
Clinton,2008.0,Condo,26,184500.0,0.6274055855571428
Clinton,2008.0,Single Family,173,271450.0,0.8953187071501146
Clinton,2008.0,Two Family,1,290000.0,0.806206897
Clinton,2008.0,nan,19,268750.0,0.66908201946875
Clinton,2009.0,Condo,20,160000.0,1.2870264695
Clinton,2009.0,Single Family,152,265000.0,0.9596145166381579
Clinton,2009.0,Two Family,2,230000.0,0.8884038460000001
Clinton,2009.0,nan,13,96489.5,1.2748571221249998
Clinton,2010.0,Condo,23,135975.0,0.8889878863181818
Clinton,2010.0,Single Family,106,253000.0,1.3877104581603772
Clinton,2010.0,Two Family,1,240000.0,0.792083333
Clinton,2010.0,nan,18,50000.0,9.028820654388888
Clinton,2011.0,Condo,10,119500.0,0.8147338895
Clinton,2011.0,Single Family,30,246666.0,1.0498626045666666
Clinton,2011.0,nan,7,170000.0,0.7510398177142857
Clinton,2012.0,Condo,22,117000.0,1.0474368143181818
Clinton,2012.0,Single Family,184,254500.0,0.9516653351630435
Clinton,2012.0,Two Family,5,262500.0,0.7129907153999999
Clinton,2012.0,nan,16,107500.0,1.2298721033125
Clinton,2013.0,Condo,15,155000.0,0.813709629
Clinton,2013.0,Single Family,141,255000.0,1.2067494189574468
Clinton,2013.0,Three Family,1,59669.0,2.502136788
Clinton,2013.0,Two Family,6,226250.0,1.0564195695
Clinton,2013.0,nan,22,93800.0,0.8321000923181817
Clinton,2014.0,Condo,22,117500.0,0.7873224961428571
Clinton,2014.0,Single Family,172,229250.0,1.1171090189885247
Clinton,2014.0,Three Family,1,265000.0,0.617358491
Clinton,2014.0,Two Family,3,357957.0,0.6977904367500001
Clinton,2014.0,nan,18,92652.0,0.8640532023
Clinton,2015.0,Condo,18,148750.0,0.7815625127777778
Clinton,2015.0,Four Family,1,245000.0,0.636326531
Clinton,2015.0,Single Family,157,240000.0,1.0621622631528662
Clinton,2015.0,Two Family,1,140000.0,0.983571429
Clinton,2015.0,nan,12,14000.0,1.1544719333333333
Clinton,2016.0,Condo,10,152500.0,0.7381720889000001
Clinton,2016.0,Single Family,58,220000.0,1.0083994452241378
Clinton,2016.0,Two Family,1,218000.0,0.706422018
Clinton,2016.0,nan,8,79250.0,2.028280823875
Clinton,2017.0,Condo,36,126500.0,0.7584157557222223
Clinton,2017.0,Single Family,220,253000.0,0.9260683994272727
Clinton,2017.0,Three Family,1,321045.0,0.598981451
Clinton,2017.0,Two Family,2,259500.0,0.6672100455
Clinton,2017.0,nan,25,90000.0,1.22233586076
Clinton,2018.0,Condo,39,125000.0,0.9564565383333333
Clinton,2018.0,Four Family,1,150000.0,1.7693
Clinton,2018.0,Single Family,235,268500.0,0.7603336127148936
Clinton,2018.0,Two Family,4,388000.0,0.632772165
Clinton,2018.0,nan,15,344000.0,0.8847321963571428
Clinton,2019.0,Condo,49,160000.0,0.7019814099083822
Clinton,2019.0,Four Family,1,370000.0,0.4049
Clinton,2019.0,Single Family,232,265000.0,0.7990636657269187
Clinton,2019.0,Two Family,2,233000.0,0.6654
Clinton,2019.0,nan,12,223625.0,0.7456938271666667
Clinton,2020.0,Condo,41,148750.0,0.7373289930555555
Clinton,2020.0,Four Family,1,534000.0,0.4285
Clinton,2020.0,Single Family,187,289500.0,0.8038228205128205
Clinton,2020.0,Three Family,5,185815.0,3.4278916666666666
Clinton,2020.0,Two Family,1,325000.0,0.5665
Clinton,2020.0,nan,9,252500.0,0.8851833333333334
Clinton,2021.0,Commercial,6,350273.0,0.648
Clinton,2021.0,Residential,84,325000.0,0.5948618937142857
Clinton,2021.0,Vacant Land,4,54500.0,1.34995
Clinton,2022.0,Commercial,12,596250.0,0.62812
Clinton,2022.0,Residential,260,330500.0,1.3280710353308334
Clinton,2022.0,Vacant Land,5,57500.0,1.0856583333333334
Clinton,2023.0,Apartments,1,1150000.0,0.472
Clinton,2023.0,Commercial,12,560500.0,0.8395583333333333
Clinton,2023.0,Residential,203,346000.0,0.5044827586206896
Clinton,2023.0,Vacant Land,10,132500.0,0.46212
Clinton,2024.0,Commercial,13,450000.0,0.8267384615384615
Clinton,2024.0,Residential,168,385500.0,0.5039571428571429
Clinton,2024.0,Vacant Land,5,225000.0,0.79066
Colchester,2002.0,nan,106,153450.0,0.626232319490566
Colchester,2003.0,nan,337,199000.0,1.1557738823882637
Colchester,2004.0,nan,397,231575.0,0.5836749258822673
Colchester,2005.0,nan,430,244500.0,0.603252810044186
Colchester,2006.0,nan,280,253500.0,0.7194332902
Colchester,2007.0,Condo,9,216225.0,0.24946268864285712
Colchester,2007.0,Single Family,53,239625.0,0.7100113601151163
Colchester,2007.0,Two Family,2,182500.0,1.281417112
Colchester,2007.0,nan,6,316875.0,0.919950790625
Colchester,2008.0,Condo,30,219700.0,0.49565659454166666
Colchester,2008.0,Single Family,178,247250.0,0.7404206588474027
Colchester,2008.0,Three Family,1,178000.0,0.67247191
Colchester,2008.0,Two Family,4,248882.5,0.7362953028333333
Colchester,2008.0,nan,21,116250.0,0.7081118118333333
Colchester,2009.0,Condo,3,346935.0,0.0
Colchester,2009.0,Single Family,182,238337.5,0.7614258953076922
Colchester,2009.0,Three Family,3,167500.0,1.1865213929999998
Colchester,2009.0,Two Family,3,170000.0,1.5314202436666668
Colchester,2009.0,nan,26,82400.0,1.1474705106799998
Colchester,2010.0,Condo,25,263680.0,0.5664682307600001
Colchester,2010.0,Four Family,2,298000.0,0.64295302
Colchester,2010.0,Single Family,146,231200.0,0.8296392154726028
Colchester,2010.0,Three Family,2,218000.0,0.86559633
Colchester,2010.0,Two Family,5,145000.0,1.0640308784
Colchester,2010.0,nan,35,114900.0,0.8400369967142857
Colchester,2011.0,Condo,15,175000.0,0.7233201170666667
Colchester,2011.0,Four Family,1,280000.0,0.595
Colchester,2011.0,Single Family,109,231000.0,0.8977009058715596
Colchester,2011.0,Two Family,4,169301.5,1.0646419327499999
Colchester,2011.0,nan,19,151200.0,0.6735922064444444
Colchester,2012.0,Condo,7,233000.0,0.7709245514285714
Colchester,2012.0,Single Family,39,225000.0,0.7585525093846154
Colchester,2012.0,nan,8,183750.0,0.915798709625
Colchester,2013.0,Condo,35,293292.0,0.6581274594852942
Colchester,2013.0,Single Family,152,227000.0,0.7732943093355263
Colchester,2013.0,Three Family,1,70000.0,1.165714286
Colchester,2013.0,nan,26,59950.0,1.1573953947
Colchester,2014.0,Condo,23,182000.0,0.7081446268695651
Colchester,2014.0,Single Family,150,235000.0,0.7746503212969427
Colchester,2014.0,Two Family,3,232725.0,0.7014510924999999
Colchester,2014.0,nan,11,66875.0,1.07427461505
Colchester,2015.0,Condo,33,230000.0,0.7410413032424242
Colchester,2015.0,Single Family,161,226000.0,0.790110935863354
Colchester,2015.0,Two Family,2,193000.0,0.783725649
Colchester,2015.0,nan,23,80000.0,1.0553900349130436
Colchester,2016.0,Condo,23,178000.0,0.7425998488695652
Colchester,2016.0,Single Family,142,241700.0,0.747356759640845
Colchester,2016.0,Three Family,1,140000.0,0.669285714
Colchester,2016.0,Two Family,1,244900.0,0.774030216
Colchester,2016.0,nan,11,150000.0,0.9451134494545456
Colchester,2017.0,Condo,5,170000.0,0.6490639467999999
Colchester,2017.0,Single Family,48,267000.0,0.6672082105416667
Colchester,2017.0,Two Family,1,180000.0,0.786111111
Colchester,2017.0,nan,2,77000.0,1.0484814815
Colchester,2018.0,Condo,15,179900.0,0.6320533333333334
Colchester,2018.0,Four Family,1,250000.0,0.5952
Colchester,2018.0,Single Family,212,259500.0,0.6667352588207547
Colchester,2018.0,Two Family,6,167100.0,0.8746
Colchester,2018.0,nan,12,46000.0,1.0006666666666668
Colchester,2019.0,Condo,26,230500.0,0.5834758169934641
Colchester,2019.0,Four Family,1,410000.0,0.6163
Colchester,2019.0,Single Family,212,252500.0,0.6784481896667514
Colchester,2019.0,Three Family,1,244500.0,0.7967
Colchester,2019.0,Two Family,3,215000.0,0.8461333333333334
Colchester,2019.0,nan,20,145000.0,0.7133629629629631
Colchester,2020.0,Apartments,1,12850000.0,0.316731518
Colchester,2020.0,Condo,18,234950.0,0.6203584415584416
Colchester,2020.0,Residential,78,290000.0,0.603294770474359
Colchester,2020.0,Single Family,175,258900.0,0.6046284491356383
Colchester,2020.0,Three Family,1,225000.0,0.7133
Colchester,2020.0,Two Family,6,172450.0,0.7252
Colchester,2020.0,Vacant Land,11,85000.0,0.6666508158181818
Colchester,2020.0,nan,19,125000.0,0.9838433333333333
Colchester,2021.0,Commercial,6,305000.0,0.6993092409999999
Colchester,2021.0,Residential,246,285275.0,0.5666816124268292
Colchester,2021.0,Vacant Land,27,80000.0,1.2702590695555556
Colchester,2022.0,Commercial,1,350000.0,0.9017
Colchester,2022.0,Residential,68,366750.0,0.6407485294117647
Colchester,2022.0,Vacant Land,8,65250.0,1.06845
Colchester,2023.0,Commercial,6,291000.0,0.5901166666666667
Colchester,2023.0,Residential,223,362500.0,0.6062255605381166
Colchester,2023.0,Vacant Land,22,78000.0,1.0606227272727273
Colchester,2024.0,Residential,153,390000.0,0.595492156862745
Colchester,2024.0,Vacant Land,17,100000.0,0.9425058823529412
Colebrook,2001.0,nan,16,162400.0,0.6510753029999999
Colebrook,2002.0,nan,44,126950.0,0.6504347072272727
Colebrook,2003.0,nan,24,182500.0,1.3032015152142857
Colebrook,2004.0,nan,41,197725.0,0.5597785896651515
Colebrook,2005.0,nan,35,205000.0,0.6076312191428571
Colebrook,2006.0,Single Family,6,272750.0,0.6257547751666667
Colebrook,2006.0,nan,4,110000.0,1.24799773125
Colebrook,2007.0,Single Family,27,266250.0,0.7837813732527473
Colebrook,2007.0,Two Family,7,58333.0,17.92603492857143
Colebrook,2007.0,nan,5,69000.0,0.8837841029999999
Colebrook,2008.0,Single Family,18,236000.0,0.8809859388
Colebrook,2008.0,nan,7,61000.0,1.0945312987333333
Colebrook,2009.0,Single Family,17,275000.0,1.0716727286470589
Colebrook,2009.0,nan,5,141000.0,0.6751392018
Colebrook,2010.0,Single Family,16,220000.0,0.9345750911249999
Colebrook,2010.0,nan,2,141532.5,0.2061605605
Colebrook,2011.0,Single Family,1,180000.0,0.688333333
Colebrook,2012.0,Single Family,16,227500.0,1.348644237375
Colebrook,2012.0,Two Family,2,62500.0,3.558
Colebrook,2012.0,nan,8,63750.0,1.3438093725
Colebrook,2013.0,Single Family,16,249500.0,0.9238768035
Colebrook,2013.0,Two Family,2,202500.0,0.8878431370000001
Colebrook,2013.0,nan,10,27500.0,2.4871433424
Colebrook,2014.0,Single Family,15,194137.5,1.9419179433636364
Colebrook,2014.0,nan,1,310000.0,0.113193548
Colebrook,2015.0,Single Family,14,162000.0,3.1323898535
Colebrook,2015.0,nan,1,77500.0,0.035225806
Colebrook,2016.0,Single Family,7,196500.0,1.1511836968571427
Colebrook,2016.0,nan,1,166900.0,0.550629119
Colebrook,2017.0,Single Family,29,205000.0,1.0554653202758622
Colebrook,2017.0,nan,4,17500.0,9.8125380945
Colebrook,2018.0,Single Family,12,260000.0,1.0093085535000001
Colebrook,2018.0,Two Family,1,230000.0,0.6813
Colebrook,2018.0,nan,7,77000.0,0.7755142857142856
Colebrook,2019.0,Single Family,14,189000.0,1.2109114903846154
Colebrook,2019.0,Two Family,1,292500.0,0.972991453
Colebrook,2019.0,nan,4,94350.0,1.0702833333333333
Colebrook,2020.0,Residential,19,335000.0,0.9113344574736842
Colebrook,2020.0,Single Family,21,284000.0,0.7748819444444445
Colebrook,2020.0,Vacant Land,2,33000.0,0.9780500000000001
Colebrook,2020.0,nan,2,53500.0,0.78695
Colebrook,2021.0,Residential,31,305000.0,0.8261564311290323
Colebrook,2021.0,Vacant Land,11,35000.0,0.7684549013636364
Colebrook,2022.0,Residential,36,357450.0,0.7506330627222222
Colebrook,2022.0,Vacant Land,18,302500.0,0.33109380953333334
Colebrook,2023.0,Residential,12,295000.0,0.4633416666666667
Colebrook,2023.0,Vacant Land,10,83500.0,0.61836
Colebrook,2024.0,Commercial,1,95000.0,1.4694
Colebrook,2024.0,Residential,7,350000.0,0.8342999999999999
Colebrook,2024.0,Vacant Land,5,32000.0,1.21546
Columbia,2002.0,nan,46,212500.0,0.6263811910434782
Columbia,2003.0,nan,126,213010.0,0.7550489937387932
Columbia,2004.0,nan,186,194300.0,0.8406002091231126
Columbia,2005.0,nan,147,250000.0,0.5057443746462585
Columbia,2006.0,nan,78,270000.0,0.45044241
Columbia,2007.0,Single Family,15,235000.0,0.6836234712666667
Columbia,2007.0,Two Family,5,35700.0,4.49859944
Columbia,2007.0,nan,1,130000.0,0.553846154
Columbia,2008.0,Condo,1,240000.0,0.769166667
Columbia,2008.0,Single Family,54,231450.0,0.7633705795777779
Columbia,2008.0,nan,14,112750.0,0.686443028125
Columbia,2009.0,Condo,2,259000.0,0.7570225015000001
Columbia,2009.0,Single Family,60,225000.0,0.9048499553666667
Columbia,2009.0,Two Family,1,180000.0,0.974444444
Columbia,2009.0,nan,9,120000.0,0.8592306063333334
Columbia,2010.0,Condo,1,237000.0,0.779324895
Columbia,2010.0,Single Family,57,238000.0,0.8066339090877193
Columbia,2010.0,Three Family,1,300000.0,1.214666667
Columbia,2010.0,Two Family,1,121000.0,1.217355372
Columbia,2010.0,nan,5,100500.0,1.445889186625
Columbia,2011.0,Single Family,43,223750.0,1.0719839505581397
Columbia,2011.0,nan,6,64000.0,0.537464226
Columbia,2012.0,Single Family,10,227500.0,0.7961199551
Columbia,2012.0,nan,4,181345.0,0.6720756885000001
Columbia,2013.0,Single Family,79,210000.0,0.7693707037848102
Columbia,2013.0,nan,10,78500.0,9.993258684699999
Columbia,2014.0,Single Family,64,243750.0,1.1020573911627034
Columbia,2014.0,nan,14,62875.0,1.059154216060606
Columbia,2015.0,Single Family,90,220000.0,0.7338214230555555
Columbia,2015.0,Two Family,1,85000.0,1.465882353
Columbia,2015.0,nan,15,74500.0,0.6486009742000001
Columbia,2016.0,Single Family,55,199900.0,0.9997623290727272
Columbia,2016.0,nan,6,31250.0,4.137488070833334
Columbia,2017.0,Single Family,23,207500.0,0.9135360416086956
Columbia,2017.0,nan,3,60000.0,1.9288667406666669
Columbia,2018.0,Condo,1,235000.0,0.6557
Columbia,2018.0,Single Family,87,234950.0,0.7948036268045977
Columbia,2018.0,Two Family,1,85000.0,2.157647059
Columbia,2018.0,nan,10,90000.0,2.01648
Columbia,2019.0,Condo,1,225000.0,0.6707
Columbia,2019.0,Single Family,82,232850.0,0.7490590900556722
Columbia,2019.0,Two Family,2,147500.0,0.86935
Columbia,2019.0,nan,14,85000.0,0.5215590594444445
Columbia,2020.0,Commercial,3,1000000.0,0.5382666666666666
Columbia,2020.0,Condo,1,249000.0,0.6426
Columbia,2020.0,Residential,40,298750.0,0.6051644923749999
Columbia,2020.0,Single Family,58,259950.0,0.6024076068376069
Columbia,2020.0,Two Family,1,230000.0,0.9843
Columbia,2020.0,Vacant Land,4,220000.0,0.37776103775000003
Columbia,2020.0,nan,18,78750.0,0.67486875
Columbia,2021.0,Commercial,3,315000.0,0.7121555556666667
Columbia,2021.0,Residential,64,295000.0,0.54821509828125
Columbia,2021.0,Vacant Land,13,77500.0,0.46724121253846157
Columbia,2022.0,Residential,28,330000.0,0.54375
Columbia,2022.0,Vacant Land,2,112500.0,0.58985
Columbia,2023.0,Commercial,1,225000.0,1.4426
Columbia,2023.0,Industrial,1,200000.0,0.7861
Columbia,2023.0,Residential,66,399000.0,0.5249742424242424
